name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval
"Jiaxing Grouptex Co., Ltd.",jiaxing-grouptex-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-grouptex-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314001,"No. 705 Asia Pacifec Xinjingzhai, Building 4, ex Daqiao Town, Nanhu District",No. 705 Asia Pacifec,+86 15618120670,,info@de-fabrics.com,https://www.de-textile.com,,"Who we are:We are a forward-thinking textile company rooted in a family tradition of respect, professionalism and innovation...",10.3,H10.3-D50F,,,Decorative & Furniture Fabrics,,,Polsterstoffe; Sofastoffe; Performance-Stoffe; Trendfarben; Individuelle Designs,,,,https://www.instagram.com/topfabricssupplier,,,,,,,8615618120670,,2026-01-20T04:27:13
"Jiaxing Jicheng Textile Co., Ltd.",jiaxing-jicheng-textile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-jicheng-textile-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314400,"Xingye Road, Yuxin Town Nanhu District","Xingye Road, Yuxin Town",+86 573 8362 6028,,yana@jxjichengtextile.com,https://www.jxjichengtextile.com,,"Jiaxing Jicheng Textile Co.,Ltd. was founded in 2010.located in Puguang village Yuxin Industrial Zone,Jiaxing city,Zhejiang...",10.3,H10.3-D31C,,,"Decorative & Furniture Fabrics; Fibres and Yarns, Textile Materials, Finishing",,,装饰布; Sofa fabric; 梭织布,,,,,,,,,,,,,2025-12-22T03:43:07
"JIAXING LUIS ENTERPRISE AND COMMERCE CO., LTD.",jiaxing-luis-enterprise--commerce-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-luis-enterprise--commerce-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314001,Room 315 No. 342 Erhuan West Road,Room 315,+86 573 8261 1683,+86 573 8279 6269,sale@luisenterprisegroup.com,https://www.jingweibian.cn,,,9.1,H9.1-A35,,,"Bed, Bath & Living; Smart Bedding",,,,,,,,,,,,,,,,2025-11-06T07:37:26
Jiaxing Magic Textiles Co. Ltd.,jiaxing-magic-textiles-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-magic-textiles-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314511,"Building 3, No. 118 Shiji Road Chongfu Town, Tongxiang","Building 3, No. 118 Shiji Road",+86 158 8831 2919,,monica@magictextil.com,https://www.magictextil.com,,,10.3,H10.3-D30G,,,Decorative & Furniture Fabrics,,,,,,,,,,,,,,,,2025-10-27T08:42:55
"Jiaxing Newbridge Imp. & Exp. Co., Ltd.",jiaxing-newbridge-imp-exp-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-newbridge-imp-exp-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314001,"5 Fl, Baili Int'l Mansion, 939 Xiuzhou Ave. Xiuzhou",,,,,,,"Jiaxing Newbridge Imp. and Exp. Co., Ltd. is an active foreign trade enterprise based in Xiuzhou District, Jiaxing City. Specializing...",9.1,H9.1-E51A,,,"Bed, Bath & Living",,,HOME SLIPPER; INDOOR SLIPPER; SOCKS,,,,,,,,,,,,,2026-01-02T03:13:14
"Jiaxing Weimei Textile Co., Ltd.",jiaxing-weimei-textile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-weimei-textile-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314419,"Bldg. 3, 1028 Wenyuan South Road Zhejiang Haining Warp Knitting Ind. Park Maqiao Street, Haining","Bldg. 3, 1028 Wenyuan South Road",,,,,,,9.1,H9.1-G41F,,,"Bed, Bath & Living; Smart Bedding",,,,,,,,,,,,,,,,2025-11-17T03:01:00
"Jiaxing Yibai Import & Export Co., Ltd.",jiaxing-yibai-import--export-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-yibai-import--export-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314000,"B2, West Side Hanfang Industrial Park, Henggang Village, Baibu Town Haiyan","B2, West Side Hanfang Industrial Park,",,,markfeng82@gmail.com,,,,9.1,H9.1-E40C,,,"Bed, Bath & Living",,,,,,,,,,,,,,,,2026-03-08T03:11:58
"Jihua 3542 Textile Co., Ltd.",jihua-3542-textile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jihua-3542-textile-co-ltd.html,China,Hubei,Xiangyang Hubei,441116,"Huopai Textile Industrial Park, Xiangzhou District",,,,jihua3542@3542.cn,https://www.3542.cn,,"Jihua 3542 Textile Co., Ltd, is a textile enterprise with full industry chain in textile industry. It is established in year...",8.0,H8.0-E13,,,"Bed, Bath & Living",,,Sheet set; Duvet set; Pillow case; Comforter,,,,,,,,,,,,,2025-11-19T10:24:59
Jindal Ecotex Llp,jindal-ecotex-llp,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jindal-ecotex-llp.html,India,,Panipat,132103,"E-43, Industrial Area, Near Old Court",,+91) 9896051537,,exports@jindalecotex.com,https://www.jindalecotex.in,,"Jindal Ecotex ,An ISO-9001:2015 Company ,is one of the premium manufacturers of blankets,raschel Mink blankets,warp knitted...",8.0,H8.0-K15D,,,,,,BLANKETS; POLYESTER MINK BLANKETS; FLAT SHEETS/FITTED BEDSHEETS; COMFORTERS/DUVET COVERS; SHAMS,,,,https://www.instagram.com/jindalecotex,https://www.linkedin.com/in/jindal-ecotex-11a061260,,,,,,919896650537,,2025-10-15T08:48:13
Jindal Texofab Ltd.,jindal-texofab-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jindal-texofab-ltd.html,India,,"Ahmedabad, Gujarat",382445,"723, Phase 4, Vatva, GIDC",,+91 98213 16170,,ravi.bohra@jindaltextiles.com,https://www.jindalhome.in,,"Welcome to Jindal Home, the leading provider of exquisite bed sheets with more than 50 years of experience exclusively designed...",8.0,H8.0-E14,,,"Bed, Bath & Living; Smart Bedding",,,,,,,https://www.instagram.com/jindal_home_products,https://www.linkedin.com/in/jindal-home-textile,,,,,,,,2025-10-28T14:55:08
Jindal Textile Industries Pvt. Ltd.,jindal-textile-industries-pvtltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jindal-textile-industries-pvtltd.html,India,IND_07,Panipat,132103,"E-1, Industrial Area",,+91 180 265 4003,,anshul.goel@jindaltex.com,https://www.jindaltex.com,,"Jindal Textile specializes in high-quality Raschel polyester mink blankets, with over 25 years of expertise in premium blanket...",8.0,H8.0-K44A,,,"Bed, Bath & Living",,,RASCHEL BLANKETS; POLYESTER MINK BLANKETS; CARPETS; THROWS; QUILTS,,,,https://www.instagram.com/jindaltextileindustries,https://www.linkedin.com/company/89795948,,,,,,,,2025-12-12T08:48:21
"Jing She International Co., Ltd.",jing-she-international-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jing-she-international-co-ltd.html,Taiwan,,Taipei,112,"1F, No. 86, Zhiyuan 2nd Rd. Beitou Dist.",,,,jingshe0719@gmail.com,,,,10.3,H10.3-B51D,,,Decorative & Furniture Fabrics; Window & Interior Decoration,,,,,,,,,,,,,,,,2025-12-17T09:14:01
"Jingmen City MSJ Smart Home Technology Co., Ltd.",jingmen-city-msj-smart-home-technology-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jingmen-city-msj-smart-home-technology-co-ltd.html,China,Hubei,Jingmen Hubei,448000,"No. 3 Dongwaihuan, Green Building Material Industrial Park Dongbao","No. 3 Dongwaihuan, Green Building",+86 724 608 8781,,vicky@graceblinds.com,https://www.graceblinds.com,,,10.1,H10.1-D09,,,"Associations, institutes, publishers",,,,,,,,https://www.linkedin.com/in/tiger-wood-9b0b1a245,,,,,,,,2025-10-27T05:14:31
"Jinhua Jieling Housewares Co., Ltd.",jinhua-jieling-housewares-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jinhua-jieling-housewares-co-ltd.html,China,,"Jinhua, Zhejiang",321037,No. 1858 East Jingang Avenue Jindong Economic Development Zone,No. 1858 East Jingang Avenue,+86 579 8291 0899,,sale19@cleanst.com,https://www.cleanst.com,,"The company has been established for 29 years, having about 800 employees. The company mainly engaged in the Microfiber series...",11.1,H11.1-C11A,,,"Bed, Bath & Living; Carpets & Rugs",,,BATH MAT; CHENILLE; CLEANNING TOWEL; DRYING MAT; POLYESTER,,,,,,,,,,,,,2025-11-17T02:40:18
"Jinhua Xiachang Decorative Material Co., Ltd.",jinhua-xiachang-decorative-material-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jinhua-xiachang-decorative-material-co-ltd.html,China,Zhejiang,Yiwu City Zhejiang,322006,X 112 Xishanxia Village Suxi Town,X 112 Xishanxia Village,+86 159 5891 6644,,neil@yudandecor.com,,,,11.1,H11.1-E21D,,,Wall Decoration,,,,,,,,,,,,,,,,2025-11-05T04:23:04
"Jinwu Glass Fiber Co., Ltd.",jinwu-glass-fiber-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jinwu-glass-fiber-co-ltd.html,China,Hebei,Hengshui Hebei,053311,Jieguan Town Wuqiang Country,Jieguan Town,+86 318 372 9427,+86 318 372 9427,infou@jwfg.com,https://www.jwsunscreen.com,,,10.3,H10.3-C61C,,,Decorative & Furniture Fabrics; Window & Interior Decoration,,,,,,,,https://www.linkedin.com/in/潇博-陈-248012a2,,,,,,,,2025-11-03T08:17:50
Joao & Feliciano S.A.,joao--feliciano-sa,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/joao--feliciano-sa.html,Portugal,,Riba de Ave,4765-252,Rua Joaquim Ferreira Junior 117,,+351 252 921 240,,marta.castro@joaofeliciano.com,https://www.joaofeliciano.com,,"João & Feliciano (J&F) is a family owned Portuguese company, which routes go back to the very beginning of the XX century...",5.0,H5.0-D58,,,"Bed, Bath & Living",,,quality; design; ecological; comfort; recicle,,,,https://www.instagram.com/joao.feliciano_textiles,,,,,,,,,2026-03-08T05:06:22
John Cotton Europe Sp. z o.o.,john-cotton-europe-sp-z-oo,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/john-cotton-europe-sp-z-oo.html,Poland,,Szczawno-Zdrój,58-310,John Cotton Europe 1,,+48 74 845 64 46,+48 74 845 66 29,kasia.chachelska@johncotton.eu,https://www.johncotton.eu,,,4.0,H4.0-B30,,,Smart Bedding,,,matress topper; duvet; pillow; matress protector; bedding,,,,https://www.instagram.com/johncottoneurope,https://www.linkedin.com/company/john-cotton-europe,,,,,,,,2026-03-08T03:56:34
JOONAID CARPETS,joonaid-carpets,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/joonaid-carpets.html,Pakistan,,Karachi,,Al-Falah Chamber 2nd Floor Abdullah Haroon road,,+92 300 8229860,,bawanies@yahoo.com,https://joonaidco.my.canva.site/joonaidco,,Manufactures and exporters of Hand knotted carpets and rugs . Established 1970 with weaving units in afghanistan and pakistan...,11.0,H11.0-E81D,,,,,,Hand knotted rugs ; Carpets ; Afghanistan ; Oriental rugs manufacturers ; Hand knotted rugs pakistan,,,,,,,,,,,,,2025-12-03T01:11:43
"José Fontao & Companhia, Unipessoal, Limitada",jos-fontao--companhia-unipessoal-limitada,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jos-fontao--companhia-unipessoal-limitada.html,Portugal,,"Selho S. Jorge, Guimaraes",4835-299,"Lote 28 Urbanizacao Quinta do Lameirinho, Rua Dr. Manuel José Teixeira de Melo",,+351 253 533 769,+351 253 531 147,josefontao@josefontao.com,,,"Established in 1984, the José Fontão is a portuguese home textiles family company that hold in its DNA values such as heritage...",5.0,H5.0-B51,,,"Bed, Bath & Living",,,Portuguese Heritage; Home Textiles; Bed Linen and Table Linen; Loungewear; Sustainable Organic Circular Conscience,,,,,,,,,,,,company_pictures/10000000202501/386020/1733156819429_1271144860.png,2025-11-19T10:17:24
JOSEPH FABRICS,wujiang-joseph-fabrics-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/wujiang-joseph-fabrics-co-ltd.html,China,Jiangsu,Suzhou Jiangsu,215228,"No. 15-7 of Sepi Business, District Of Eastern Silk Market, Shengze Town, Wujiang",,,,joseph@josephfabric.com,,,,9.1,H9.1-A30B,,,Decorative & Furniture Fabrics; Smart Bedding,,,,,,,,,,,,,,,,2025-11-19T09:35:29
Joy Shine Limited,joy-shine-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/joy-shine-limited.html,China,Zhejiang,Hangzhou Zhejiang,311100,"3F, Building 35, No. 448-1 Donghu North Road Donghu Sub-District, Linping","3F, Building 35, No. 448-1",,,hanks-joyshine@vip.163.com,,,"Of course,we're specialized supplier for indoor/outdoor textiles.If you have your request,just let us know,we'll give you...",9.1,H9.1-A19D,,,"Bed, Bath & Living",,,embroidery cushions; outdoor cushiond; shaped cushions; blanket; faux fur items,,,,,,,,,,,,,2025-11-11T05:02:21
"Joysuntex Home Furnishings Co., Limited",joysuntex-home-furnishings-co-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/joysuntex-home-furnishings-co-limited.html,Hong Kong,,Kowloon,,"Room 1318, 13/F., Hollywood Plaza, 610 Nathan Road Mongkok",,+86 573 8070 2318,+86 573 8070 2318,allanzhao@joysuntextile.com,,,"Located in Haining City, Zhejiang, China, has been concentrating on home furnishing fabrics and PU manufacture since 2006...",10.3,H10.3-C20A,,,Decorative & Furniture Fabrics,,,Sofa Fabrics; Solvent-free PUs; Chenilles; OEKO-tex 100; GRS,,,,,,,,,,,,,2025-12-23T03:33:57
JR COTTON LLC,jr-cotton-llc,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jr-cotton-llc.html,Uzbekistan,,Bukhara,,Paxtakor 24 Jondor tumani,,+998 99 882 10 43,+998 99 882 10 43,jrccottonuz@gmail.com,https://www.jrcottonuz.com,,,9.1,H9.1-G13,,,,,,,,,,,,,,,,,,,2026-01-08T13:06:52
JSTN International Company,jstn-international-company,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jstn-international-company.html,Taiwan,,Taipei,106015,"9F, No. 182-2, Sec. 1, Ho-Ping E. Road, Da An District",,+886 2 2364 9322,+886 2 2364 9430,jstnsales@jstn.com.tw,https://www.jstn.com.tw,,"With 30+ years of experiences in the window covering industry, JSTN offers a one-stop solution for window treatment products...",3.0,H3.0-E20,,,Window & Interior Decoration,,,Ripplefold & Wave Curtain Systems ; Motorized Curtain Tracks Systems; Roller Blind Systems; Curtain tapes & components; Blind Accessories,,,,,,,,,,,,,2025-11-11T07:10:52
"Juan Campos, S.A.",juan-campos-sa,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/juan-campos-sa.html,Spain,,Alcoy,03801,Avenida de Elche 40,,+34 965 54 05 44,+34 965 54 41 74,info@juancampos.com,https://www.juancampos.com,,"Juan Campos, S.A. is a spanish company that was founded in 1.964. It is a pioneering in exportation and design.Our production...",4.1,H4.1-A21,,Weaver,Decorative & Furniture Fabrics; Window & Interior Decoration,,,Upholstery; Printed; Curtain; Gobelin; Outdoor,,,,https://www.instagram.com/juancampos_textilefactory,,,,,,,,company_pictures/10000000202501/0011042881/1699373017975_738131628.png,2026-03-08T02:56:09
Just Kids Ltd.,just-kids-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/just-kids-ltd.html,Great Britain and Northern Ireland,,Sheffield,S6 4AA,58 Langsett Avenue,,,+44 7505 559349,,https://www.justkidsltd.co.uk,,,6.1,H6.1-E64,,,,,,,,,,,,,,,,,,,2026-03-08T04:52:42
K&S Textiles,ks-textiles,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ks-textiles.html,Pakistan,,Faisalabad,38000,"343 B, Eden Garden",,+923208653379,,saued@ks-textiles.com,https://www.kandstextiles.com,,"Welcome to K&S Textiles Since 2018, K&S Textiles has been a cornerstone in the Textile Industry, earning a prestigious international...",9.1,H9.1-D41,,,"Bed, Bath & Living; Decorative & Furniture Fabrics",,,K&S Textiles; KandS Textiles; KS Textiles; Home textiles,,,,,,,,,,,,,2026-03-08T06:23:35
Kücükcalik Tekstil San. ve Tic. A.S,kuecuekcalik-tekstil-san-ve-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kuecuekcalik-tekstil-san-ve-tic-as.html,Türkiye,,Bursa,16400,Suleymaniye Organize Sanayi Bölgesi 1. Cad. No: 39 Sonu Inegöl,,+90 224 714 80 85,+90 224 714 82 55,info@kcalik.com,https://www.kucukcalik.com.tr,,Küçükçalık - a vertically integrated home textiles production factory with below capabilities – offers a wide range of designs...,3.0,H3.0-F69,,Selected for Heimtextil Trends; Selected for Interior.Architecture.Hospitality LIBRARY; Weaver,,,,curtain; yarn; recycle; roller blinds; stock service fabric,,,,,,,,,,,,,2025-11-21T12:25:51
Kücüker Tekstil San. ve Tic. A.S.,kuecueker-tekstil-san-ve-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kuecueker-tekstil-san-ve-tic-as.html,Türkiye,,Denizli,20170,Güzelköy Mah. 233 Sok. No: 4,,+90 258 267 15 16,+90 258 267 15 20,merve@kucuker.com,https://www.kucuker.com,,"Küçüker Textile, founded in 1977, is an integrated textile factory complex operating in 60.000 m² area in Denizli/Turkey...",5.1,H5.1-B51,,Retail trade suppliers,,,,bathrobe; towel; bedlinen; beach towel; hometextile,,,,,,,,,,,,,2025-11-28T15:46:34
Kücükerler Tekstil San. ve Tic. Ltd. Sti,kuecuekerler-tekstil-san-ve-tic-ltd-sti,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kuecuekerler-tekstil-san-ve-tic-ltd-sti.html,Türkiye,,Bursa,16369,Dosab Cigdem Sok. No: 12,,+90 224 261 54 84,+90 224 261 54 88,sales2@kucukerler.com,https://www.kucukerler.com,,"Our company is located in Bursa, Turkey and has been producing high quality fabrics since 1976. Our factory has integrated...",4.1,H4.1-B71,,Weaver,Decorative & Furniture Fabrics,,,Upholstery Fabric; Contract Fabric; FR Fabric; Outdoor Fabric; Decoration Fabric,,,,https://www.instagram.com/kucukerlertekstil,,,,,,,,,2026-03-08T02:56:25
K.B. Exports (Private) Limited,k-b-exports-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/k-b-exports-pvt-ltd.html,Pakistan,,,,,,+92 41 2423711,,info@kbexports.com,https://www.kbexports.com,,Welcome to K.B. Exports (Private) Limited — where tradition meets technology to craft excellence in textiles. Our journey...,8.0,H8.0-H72A,,,"Bed, Bath & Living",,,Home linen ; Bath linen; Institutional garments; Sheeting fab; Apparel,,,,,,,,,,,,,2025-11-21T09:31:59
K.K.P Fine Linen Pvt. Ltd.,kkp-fine-linen-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kkp-fine-linen-pvt-ltd.html,India,,Namakkal,637001,88 Salem Road,,+91 4286 276 066,+91 4286 276 901,flsm@kkpindia.com,https://www.kkpfinelinen.com,,"KKP Fine Linen Pvt. Ltd is engaged in the vertically integrated production and export of high - quality Cotton Yarn, Grey...",9.0,H9.0-D40,,,,,,Sustainability; Comforter; Sheet Set; Curtain; Duvet Set,,,,,,,,,,,,,2026-03-08T04:26:33
Kaaha Overseas,kaaha-overseas,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kaaha-overseas.html,India,,Panipat,132103,"Plot No. 88 Sector-25 Part-1, Huda","Plot No. 88 Sector-25 Part-1, Huda",+91 99915 00010,,amit@kaahaoverseas.com,https://www.kaahaoverseas.com,,"At Kaaha Overseas, we are a team of professionals with expertise in the manufacturing and export of a vast range of home...",10.1,H10.1-E34,,,Carpets & Rugs; Decorative & Furniture Fabrics,,,Cushions & Pillows; Rugs; Bathmats; Throws; Table Runner and Placemat,,,,,,,,,,,,,2025-11-21T09:15:41
Kabeer Industries,kabeer-industries,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kabeer-industries.html,India,,Panipat,132103,"Plot # 189, Sec-25, Huda Part-2",,+91 98961 21728,,arun@kabeerindustries.com,https://www.kabeerindustries.com,,"Kabeer Industries designs, manufactures, and exports qualitative, home decor products and textiles, inspired by India’s rich...",8.0,H8.0-F32,,,"Bed, Bath & Living",,,Home furnishings; Cushions & Throws; Bathmats; Floor Cover - Rugs; Sustainable products,,,,,,,,,,,,,2025-11-21T09:16:17
Kabra Exports,kabra-exports,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kabra-exports.html,India,,New Delhi,110028,"B-169, Naraina Village Road, Naraina Vihar",,+91 98101 61343,+91 99101 95111,kabra@kabraexports.com,https://www.kabraexports.com,,"Kabra Exports  is engaged in manufacturing and Exports of high quality range of Home Furnishing items such as Curtains, Cushion...",10.1,H10.1-A10,,,,,,CUSHION COVER; THROWS; TABLE RUNNER; CURTAINS; TABLE COVER,,,,,,,,,,,,,2025-11-12T14:21:54
