Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,LinkedIn_Handle,Instagram,Instagram_Handle,Facebook,Facebook_Handle,Stand_Booth,Hall_Stand,Address,Detail_URL,Has_Email,Has_Website,Has_Phone,Contact_Score,Notes
STEFANO CORSINI,Italy,,Sustainable; Classic; Sportswear; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.stefanocorsini.it,info@stefanocorsini.it,,,,https://www.instagram.com/stefanocorsini.accessorimoda,stefanocorsini.accessorimoda,,,PADIGLIONE CENTRALE / PIANO TERRA / E/13,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefano-corsini,True,True,False,3,
STEFANO MUGNAI,Italy,,Essentials; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.stefanomugnai.com,INFO@STEFANOMUGNAI.COM,,,,https://www.instagram.com/stefano_mugnai_official,stefano_mugnai_official,,,PADIGLIONE CENTRALE / PIANO ATTICO / E/3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefano-mugnai,True,True,False,3,
STEFANO RICCI,Italy,,Lifestyle; Classic; Denimwear; Workwear; Activewear; Sportswear; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.stefanoricci.com,info@stefanoricci.com,+39 02 407 06 875,https://www.linkedin.com/company/stefanoriccigroup,stefanoriccigroup,https://www.instagram.com/stefanoricciofficial,stefanoricciofficial,https://www.facebook.com/StefanoRicciSpA,StefanoRicciSpA,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/2,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefano-ricci,True,True,True,5,
STEFANOBIGI,Italy,,,Pitti Uomo 110,http://www.bigicravatte.it,info@bigicravatte.it,+39) 02.89.40.95.03,,,https://www.instagram.com/bigi.milano,bigi.milano,https://www.facebook.com/bigi.milano/,bigi.milano,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefanobigi,True,True,True,4,
STETSON,U.S.A.,,Sustainable; Classic; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.stetson-europe.com,info@stetson-europe.com,+49 (0) 221 963 558 - 0,,,https://www.instagram.com/stetsoneurope,stetsoneurope,https://www.facebook.com/stetsoneurope,stetsoneurope,PADIGLIONE CENTRALE / PIANO TERRA / B/2-4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stetson,True,True,True,4,
STEWART,Italy,,,Pitti Uomo 110,http://www.stewart.it,info@stewart.it,+39 055 8667285,,,https://www.instagram.com/stewartjackets,stewartjackets,,,PADIGLIONE CENTRALE / PIANO TERRA / D/16,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stewart,True,True,True,4,
STILNOLOGY,Italy,,,Pitti Uomo 110,http://www.nipal.eu,nipal@nipal.eu,+39 0571 93 00 06,,,https://www.instagram.com/stilnology,stilnology,,,PADIGLIONE CENTRALE / PIANO TERRA / E/2,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stilnology,True,True,True,4,
STUDIO SEIDENSTICKER,Germany,,Sustainable; Agender; Urban; Contemporary,Pitti Uomo 110,https://www.seidensticker.com/de/de/studio/collection,info@seidensticker.com,256784039,,,https://www.instagram.com/studioseidensticker,studioseidensticker,https://www.facebook.com/seidensticker.de,seidensticker.de,PADIGLIONE CENTRALE / PIANO TERRA / E/8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/studio-seidensticker,True,True,True,4,
SUN68,Italy,,Lifestyle; Essentials; Workwear; Sportswear; Informal; Urban; Contemporary,Pitti Uomo 110,http://www.sun68.com,info@sun68.com,03591110279,,,https://www.instagram.com/sun68,sun68,https://www.facebook.com/SUN68.official/,SUN68.official,PADIGLIONE CAVANIGLIA / 2,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sun68,True,True,True,4,
SUNDEK,U.S.A.,,,Pitti Uomo 110,http://sundek.it,cs@sundek.it,00266130970,,,https://www.instagram.com/sundek_official,sundek_official,,,PIAZZALE GHIAIA / 3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sundek,True,True,True,4,
SUNG JU- CODE KOREA,Korea (South),,,Pitti Uomo 110,https://sung-ju.net,SALES@SUNG-JU.NET,,,,https://www.instagram.com/sung_ju_official,sung_ju_official,,,POLVERIERA / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sung-ju--code-korea,True,True,False,3,
SUNS BOARDS,Italy,,Lifestyle; Sustainable; Workwear; Outdoor; Sportswear; Premium Streetwear; Urban; Luxury,Pitti Uomo 110,https://www.sunsboards.com,info@sunsboards.com,04481830729,,,https://www.instagram.com/suns_boards,suns_boards,,,PADIGLIONE CENTRALE / PIANO TERRA / E/4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/suns-boards,True,True,True,4,
SUPERDRY,United Kingdom,,,Pitti Uomo 110,http://www.superdry.com,press@superdry.com,10 12 14 16,,,https://www.instagram.com/superdry,superdry,https://www.facebook.com/superdry,superdry,FURERIA / 1-3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/superdry,True,True,True,4,
SVEVO,Italy,,Lifestyle; Essentials; High Performance; Activewear; Luxury,Pitti Uomo 110,http://www.svevo.com,info@svevo.com,01892440346,,,https://www.instagram.com/svevo_official,svevo_official,,,PADIGLIONE CENTRALE / PIANO INFERIORE / S/7 T/8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/svevo,True,True,True,4,
SWOF CARE- CHINA WAVE,China,,Lifestyle; Agender; Cutting-Edge; Classic; Globetrotter; Informal; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://www.swofcare.com,info@swofcare.com,0086-010-85911721,,,https://www.instagram.com/swofcare,swofcare,,,COSTRUZIONI LORENESI / PIANO TERRA,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/swof-care--china-wave,True,True,True,4,
SYNESTHÉSIE,Italy,,,Pitti Uomo 110,http://www.synesthesie.it,info@synesthesie.it,07419980482,,,https://www.instagram.com/synesthesieparfum,synesthesieparfum,,,,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/synesth-sie,True,True,True,4,
TAKE A WAY,Italy,,,Pitti Uomo 110,,,,,,,,,,ARMERIA / 13,,,,False,False,False,0,
TARDIA,Italy,,Lifestyle; Classic; Urban,Pitti Uomo 110,http://www.tardia.it,info@tardia.it,+39 080 4804211,,,https://www.instagram.com/tardia_official,tardia_official,https://www.facebook.com/Tardiaofficial,Tardiaofficial,PADIGLIONE CENTRALE / PIANO TERRA / B/8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tardia,True,True,True,4,
TATEOSSIAN FOR LAMBORGHINI,United Kingdom,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / T/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tateossian-for-lamborghini,False,False,False,0,
TATEOSSIAN LONDON,United Kingdom,,Lifestyle; British Style; Classic; New Formal; Workwear; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.tateossian.com,customerservice@tateossian.com,+1 855 998 1008,,,https://www.instagram.com/tateossianlondon,tateossianlondon,,,PADIGLIONE CENTRALE / PIANO INFERIORE / T/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tateossian-london,True,True,True,4,
TATRAS,Italy,,Lifestyle; Outdoor; Urban; Collection,Pitti Uomo 110,http://www.tatras-official.com,support@glood.ai,,,,https://www.instagram.com/tatras_official,tatras_official,,,PADIGLIONE CENTRALE / PIANO INFERIORE / T/1-3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tatras,True,True,False,3,
TBD EYEWEAR,Italy,,Lifestyle; Sustainable; Agender; Nordic Style; Japan Style; British Style; Classic; New Formal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.tbdeyewear.com,info@tbdeyewear.com,09002050962,https://www.linkedin.com/company/tbd-eyewear,tbd-eyewear,https://www.instagram.com/tbdeyewear,tbdeyewear,,,PADIGLIONE CENTRALE / PIANO INFERIORE / O/22,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tbd-eyewear,True,True,True,5,
TECLOR,Japan,,Lifestyle; Japan Style; Classic; New Formal; Workwear; Collection,Pitti Uomo 110,https://www.teclor.jp/en,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,06 05 04 03 02 01 00,,,https://www.instagram.com/teclor_official,teclor_official,,,PADIGLIONE CENTRALE / PIANO ATTICO / D/7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/teclor,True,True,True,4,
TELA GENOVA,Italy,,,Pitti Uomo 110,https://www.telagenova.it,info@telagenova.it,+29 02 2040 4233,,,https://www.instagram.com/telagenova,telagenova,https://www.facebook.com/telagenova/,telagenova,PADIGLIONE CENTRALE / PIANO ATTICO / F/4-6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tela-genova,True,True,True,4,
TELACRUDA,Italy,,Lifestyle; Denimwear; Workwear; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,https://telacruda.com,info@telacruda.com,+39 351 169 9153,,,https://www.instagram.com/telacruda,telacruda,,,COSTRUZIONI LORENESI / PIANO TERRA / 5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/telacruda,True,True,True,4,
TESI,Italy,,Lifestyle; British Style; New Formal; Urban; Collection,Pitti Uomo 110,http://www.tesihats.com,info@tesihats.com,0558999595,,,https://www.instagram.com/tesihats,tesihats,https://www.facebook.com/tesihats/,tesihats,PADIGLIONE CENTRALE / PIANO TERRA / J/3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tesi,True,True,True,4,
TEVA,U.S.A.,,,Pitti Uomo 110,,,,,,,,,,SALA DELLA RONDA / 5,,,,False,False,False,0,
THE CHINO REVIVED,Japan,,Sustainable; Japan Style; Denimwear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.thechinorevived.com,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,,,,https://www.instagram.com/thechinorevived,thechinorevived,,,SALA DELLE NAZIONI / A/13,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/the-chino-revived,True,True,False,3,
THE JACK LEATHERS,Italy,,Lifestyle; Classic; Globetrotter; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,,,,,,https://www.instagram.com/the_jack_and_jackie_leathers,the_jack_and_jackie_leathers,,,PADIGLIONE CENTRALE / PIANO TERRA / D/8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/the-jack-leathers,False,False,False,1,
THE WHITE BRIEFS,Sweden,,,Pitti Uomo 110,http://www.thewhitebriefs.com,customerservice@thewhitebriefs.com,,,,https://www.instagram.com/thewhitebriefs_official,thewhitebriefs_official,,,PADIGLIONE CENTRALE / PIANO ATTICO / A/4-6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/the-white-briefs,True,True,False,3,
THE.NIM,Italy,,,Pitti Uomo 110,http://www.emmepi-italia.com,info@emmepi-italia.com,+39 045 6090076,,,https://www.instagram.com/thenimstandard,thenimstandard,https://www.facebook.com/EmmepiItaliaShowroom/,EmmepiItaliaShowroom,ARSENALE / PIANO TERRA / 7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/the-nim,True,True,True,4,
THEBALLON-CODE KOREA,Korea (South),,,Pitti Uomo 110,https://theballon.co.kr,support@cre.ma,,,,https://www.instagram.com/theballon_official,theballon_official,,,POLVERIERA / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/theballon-code-korea,True,True,False,3,
THERA'S,Italy,,High Performance; Activewear; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://www.theras-sandals.it,info@theras-sandals.it,+39 080 399 1533,,,https://www.instagram.com/theras_sandals,theras_sandals,https://www.facebook.com/theras.sandals,theras.sandals,ARSENALE / PIANO TERRA / 41,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/thera-s,True,True,True,4,
THOMAS MAINE,Netherlands,,Lifestyle; Essentials; Classic; Informal; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://thomasmaine.com,support@thomasmaine.com,+31203460046,https://www.linkedin.com/company/thomasmaine,thomasmaine,https://www.instagram.com/thomas_maine,thomas_maine,,,RONDINO / 5-6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/thomas-maine,True,True,True,5,
THOMAS PINK,United Kingdom,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / B/6,,,,False,False,False,0,
TIGER OF SWEDEN,Sweden,,,Pitti Uomo 110,http://www.tigerofsweden.com,info@tigerofsweden.com,,,,https://www.instagram.com/tigerofsweden,tigerofsweden,https://www.facebook.com/Tigerofsweden/,Tigerofsweden,PADIGLIONE CENTRALE / PIANO INFERIORE / R/18,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tiger-of-sweden,True,True,False,3,
TIKI,Italy,,Lifestyle; Essentials; Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.tiki.it,info@tiki.it,+39 0817879729,,,https://www.instagram.com/tikinapoli,tikinapoli,https://www.facebook.com/tikinapoli,tikinapoli,PADIGLIONE CENTRALE / PIANO TERRA / I/10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tiki,True,True,True,4,
TMB,Italy,,Lifestyle; Sustainable; Essentials; Outdoor; Globetrotter; High Performance; Activewear; Sportswear; Luxury; Contemporary,Pitti Uomo 110,http://www.tmbfashiongroup.com,info@tmbfashiongroup.com,+39 0733 511411,,,https://www.instagram.com/tombolini_official,tombolini_official,,,PADIGLIONE CENTRALE / PIANO INFERIORE / S/2-6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tmb,True,True,True,4,
TOM RIPLEY,Germany,,Lifestyle; Sustainable; Essentials; Classic; Urban; Luxury; Craftsmanship,Pitti Uomo 110,https://www.tom-ripley.com,franz@tom-ripley.com,+49 961 600672,,,https://www.instagram.com/tomripleyfashion,tomripleyfashion,,,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 21,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tom-ripley,True,True,True,4,
TOMBOLINI,Italy,,Lifestyle; Sustainable; Essentials; Classic; Globetrotter; High Performance; Activewear; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.tombolini.it,info@tmbfashiongroup.com,+39 0733 511411,,,https://www.instagram.com/tombolini_official,tombolini_official,,,PADIGLIONE CENTRALE / PIANO INFERIORE / S/2-6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tombolini,True,True,True,4,
TOOCO,San Marino,,Lifestyle; Outdoor; Globetrotter,Pitti Uomo 110,http://wwwtooco.it,,,,,https://www.instagram.com/tooco_official,tooco_official,,,PADIGLIONE CAVANIGLIA / 54,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tooco,False,True,False,2,
TOP GUN,U.S.A.,,,Pitti Uomo 110,http://www.topgunstore.com,promo@topgunstore.com,+%2017186263303,https://www.linkedin.com/company/top-gun-store/,top-gun-store,https://www.instagram.com/topgunofficialstore,topgunofficialstore,,,PADIGLIONE CENTRALE / PIANO TERRA / K/10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/top-gun,True,True,True,5,
TORRAS,Spain,,Lifestyle; Essentials; Premium Streetwear; Informal; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.torras.com,sonia@venturetogether.eu,+34 691905402,,,https://www.instagram.com/torrasofficial,torrasofficial,,,COSTRUZIONI LORENESI / PIANO PRIMO / 3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/torras,True,True,True,4,
TRAMAROSSA,Italy,,,Pitti Uomo 110,http://www.tramarossa.com,info@tramarossa.com,,,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / P/14,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tramarossa,True,True,False,2,
TRANSIT,Italy,,Lifestyle; Cutting-Edge; Nordic Style; Globetrotter; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.transit.it,shoponline@transit.it,01839530241,,,https://www.instagram.com/transit_officialpage,transit_officialpage,,,PADIGLIONE CENTRALE / PIANO ATTICO / F/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/transit,True,True,True,4,
TRE CIME,Italy,,Sustainable; Essentials; Outdoor; Sportswear; Craftsmanship,Pitti Uomo 110,https://www.trecimeshoes.com,web@trecimeshoes.com,05326410262,,,https://www.instagram.com/trecimeshoes,trecimeshoes,,,SALA DELLE NAZIONI / B/39,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tre-cime,True,True,True,4,
TREZ,Italy,,,Pitti Uomo 110,http://www.trez.it,simone.cappa@trez.it,587 274511,,,https://www.instagram.com/trez_official,trez_official,,,FURERIA / 7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/trez,True,True,True,4,
TSUCHIYA KABAN,Japan,,,Pitti Uomo 110,https://tsuchiya-kaban.com,info@tsuchiya-kaban.com,,,,https://www.instagram.com/tsuchiya_kaban,tsuchiya_kaban,,,PADIGLIONE CENTRALE / PIANO ATTICO / A/5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tsuchiya-kaban,True,True,False,3,
TUCANO,Italy,,Lifestyle; Sustainable; Essentials; Agender; Informal; Contemporary; Collection,Pitti Uomo 110,https://tucano.com,info@tucano.it,07742390151,https://www.linkedin.com/company/tucano-srl/posts/,tucano-srl,https://www.instagram.com/tucano_official,tucano_official,,,PADIGLIONE CAVANIGLIA / 59-61,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tucano,True,True,True,5,
TUMI,France,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / C/11,,,,False,False,False,0,
U.S. POLO ASSN.,Italy,,,Pitti Uomo 110,http://www.uspoloassn.it,service@uspoloassn.it,00286820972,,,https://www.instagram.com/uspoloassneur,uspoloassneur,,,PADIGLIONE CAVANIGLIA / 32,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/u-s--polo-assn-,True,True,True,4,
UNIMATIC,Italy,,Special Co-Lab/Limited Edition; Essentials; Classic; High Performance; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.unimaticwatches.com,info@unimaticwatches.com,10846090966,,,https://www.instagram.com/unimaticwatches,unimaticwatches,https://www.facebook.com/unimaticwatches/,unimaticwatches,PADIGLIONE CENTRALE / PIANO ATTICO / F/10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/unimatic,True,True,True,4,
UNITY,Italy,,Sustainable; Essentials; Outdoor; High Performance; Activewear,Pitti Uomo 110,https://unityoriginal.com,info@unityoriginal.com,,https://www.linkedin.com/company/unitydesignita/,unitydesignita,https://www.instagram.com/unityoriginal_,unityoriginal_,,,PADIGLIONE CENTRALE / PIANO TERRA / H/22,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/unity,True,True,False,4,
UNIVERSAL OVERALL,U.S.A.,,,Pitti Uomo 110,,,,,,https://www.instagram.com/universaloverall_jp,universaloverall_jp,,,AREA MONUMENTALE / SALA DELLA VOLTA E CORRIDOIO DELL'ARCO / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/universal-overall,False,False,False,1,
UNPACKED,Italy,,,Pitti Uomo 110,,,,,,,,,,SALA DELLE NAZIONI / A/46,,,,False,False,False,0,
VANDOMA,Portugal,,Classic,Pitti Uomo 110,http://www.vandomaties.com,hello@vandomaties.com,+351) 225 023 261,,,https://www.instagram.com/vandoma_ties,vandoma_ties,https://www.facebook.com/vandoma.ties,vandoma.ties,PADIGLIONE CENTRALE / PIANO TERRA / G/4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/vandoma,True,True,True,4,
VEGAN TIGER - CODE KOREA,Korea (South),,Lifestyle; Sustainable; Agender; Cutting-Edge; New Formal; Urban; Craftsmanship; Contemporary; Upcycling,Pitti Uomo 110,https://www.vegantigerkorea.com,vegantiger@naver.com,0105678-3838104,,,,,,,POLVERIERA / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/vegan-tiger---code-korea,True,True,True,3,
VENETA CINTURE,Italy,,Essentials; British Style; Classic; New Formal; Denimwear; Workwear; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.venetacinture.it,venetacinture@gmail.com,+39 049 89 78 223,,,https://www.instagram.com/venetacinture,venetacinture,,,SALA DELLE NAZIONI / B/41,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/veneta-cinture,True,True,True,4,
VERBENAS,Spain,,Lifestyle; Denimwear; Urban; Contemporary,Pitti Uomo 110,https://www.verbenas.com,hello@verbenas.com,35 36 37 38 39,https://es.linkedin.com/company/verbenas,verbenas,https://www.instagram.com/verbenas_brand,verbenas_brand,,,PADIGLIONE CAVANIGLIA / 101-102,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/verbenas,True,True,True,5,
VICTORIA,Spain,,,Pitti Uomo 110,https://www.calzadosvictoria.com/it_it/home,victoria@calzadosvictoria.com,19 20 21 22 23 24 25,,,https://www.instagram.com/victoria_shoes,victoria_shoes,https://www.facebook.com/VictoriaShoes,VictoriaShoes,PADIGLIONE CAVANIGLIA / 110,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/victoria,True,True,True,4,
VIGNOLBAGS,Italy,,Sustainable; Luxury; Craftsmanship,Pitti Uomo 110,http://www.vignolbags.com,info@vignolbags.com,03793050489,,,https://www.instagram.com/vignolbags,vignolbags,,,PADIGLIONE CENTRALE / PIANO TERRA / G/10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/vignolbags,True,True,True,4,
VISION OF SUPER,Italy,,,Pitti Uomo 110,,,,,,,,,,,,,,False,False,False,0,
