name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval,email_source,website_source
Origin Textiles (Xiamen),line-sport-tradingxiamencoltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/line-sport-tradingxiamencoltd.html,China,Fujian,Xiamen,315192,"902-2 Yuntai International Building,No.102 Xiangyun 1 Roadxiamen Area Of China (Fujian) Pilot Free Trade Zone",,+86 153 5928 3996,,jenny@origintextiles.com,https://www.origintextiles.com,,,4,H4-G491,Kids,,,,,,,,,,,,,,,,,,2025-12-19T12:21:49,api,api
OSIL,optimum-sourcing-international-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/optimum-sourcing-international-ltd.html,Bangladesh,,Dhaka,1206,"Road 11,","House 531,",+880 1731-155900,,zakir@optimum-bd.com,https://optimumsourcingbd.com,,,3,H3-A344,Knitted,New Exhibitor,,,,,,,,,,,,,,,,,2025-12-29T14:27:04,api,api
Outeng Clothing (Dongguan),dongguan-outeng-clothing-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dongguan-outeng-clothing-coltd.html,China,Guangdong,Dongguan,523770,"Room 103, No. 26 Shunxing 4Th Road, Dajingtou, Dalang Town",,+86 135 3716 6514,,maggie.jing@goknitwear.com,https://www.guooufashion.com,,,3,H3-B387,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:27:22,api,api
Ouxin Fashion (Jiaxing),jiaxing-ouxin-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-ouxin-fashion-coltd.html,China,Zhejiang,Jiaxing,315192,"Room 2 Building 2No.358Changping Road,Nanhu Districtjiaxing,Zhejiang,China314000",,+86 8618657328655,,emma@ouxinfashion.com,,,,3,H3-C394,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:10:32,api,
Pairo Garments (Baoding),baoding-pairo-garments-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/baoding-pairo-garments-co-ltd.html,China,Hebei,Baoding City,071400,North township,Bozhuang North Village,+86 185 3128 0612,,sales01@pairo.cn,,,,4,H4-F509,Casual & Sports,New Exhibitor; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-01-30T11:53:02,api,
Pallas,pallas-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/pallas-textile-coltd.html,China,Shanghai,Shanghai,200235,"Room712,Yunsun Tower,2025 Zhongshan(W)Rd",,+86 21 6439 2626,,rody@pallastex.com,,,,3,H3-C364,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:14:03,api,
Panda Clothing (Jiangsu),jiangsu-panda-clothing-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiangsu-panda-clothing-co-ltd.html,China,Jiangsu,Zhangjiagang,315192,"B22,Junma Buildings, West Shazhou Rd",,+86 159 9531 0100,,victor.chu@pandaclothing.cn,,,,4,H4-G427,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:16:31,api,
Phibraco,phibraco,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/phibraco.html,Lebanon,,Biaqout,,Zalka Jawharjeh Strt Grand Park 1,,+961 1 888 832,,fouad@phibraco.com,https://WWW.PHIBRACO.COM,,,3,H3-B319,All About Her,,,,,,,,,,,,,,,,,,2026-01-26T12:40:07,api,api
Platorien Global Tekstil,platorien-global-tekstil-ve-sanayi-tic-ltd-sti,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/platorien-global-tekstil-ve-sanayi-tic-ltd-sti.html,Türkiye,,Istanbul,,Blok No:59,Esenler-Oruçreis Mah. Tekstilkent Cad. A12,,,info@platoriengroup.com,https://pro.foursource.com/platorien-global-tekstil-ve-sanayi-tic-ltd-sti-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T14:38:43,api,api
Power Fashion,power-fashion-bangladesh,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/power-fashion-bangladesh.html,Bangladesh,,Dhaka,1216,"House 832? Avenue 04 Road 12, Mirpur DOHS",,+880 1787-676002,,mamun@powerfashionbd.com,,,,3,H3-B327,Casual & Sports,Econogy Finder,,,,,,,,,,,,,,,,,2025-12-24T15:53:01,api,
Pretty Sweaters,pretty-sweaters-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/pretty-sweaters-ltd.html,Bangladesh,,Dhaka,1212,"Houseff 5/A, Road #94,Gulshan-02",,+880 1992-055600,,ntalukder@prettygroupbd.com,https://www.prettygroupbd.com,,,3,H3-B332,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:45,api,api
Prettychoice Têxteis,prettychoice-txteis-lda,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/prettychoice-txteis-lda.html,Portugal,,Braga,4750-726,RUA DA AGRA N 185,,,,geral@prettychoice.pt,https://pro.foursource.com/prettychoice-texteis-lda,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T14:38:26,api,api
Priti Wears,priti-wears,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/priti-wears.html,India,U.P.,Noida,201301,B-36 Sector-04,,+91 120 473 3900,,puri@pritigroups.com,https://www.pritigroups.com,,,3,H3-A381,All About Her,,,,,,,,,,,,,,,,,,2025-12-26T12:08:01,api,api
Pro-Tex (Qingdao),qingdao-pro-tex-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/qingdao-pro-tex-co-ltd.html,China,Shandong,Qingdao,315192,Rm1119 No52 Hongkong Mid Road,,+86 139 6488 7560,,juliewang@pro-tex.com.cn,,,,3,H3-D354,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:15:07,api,
Puxin International Sourcing (Shanghai),shanghai-puxin-international-sourcing-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-puxin-international-sourcing-coltd.html,China,Shanghai,Shanghai,200070,"Room 315-316,Zhonghuan Enterprise Plaza,No.2993, Gonghexin Road, Jing'An District",,+86 8613061714554,,905914408@qq.com,,,,4,H4-G486,Knitted,,,,,,,,,,,,,,,,,,2025-12-29T16:42:05,api,
Qianyun Clothing (Jiaxing),jiaxing-qianyun-clothing-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-qianyun-clothing-coltd.html,China,Zhejiang,Jiaxing,315192,"Room 1004,Hanfeng Buildingxiuzhou Avenue",,+86 183 2423 5883,,s-lv@qianyunclo.com,,,,4,H4-F484,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:13:42,api,
Qijia Imp. & Exp. (Jiaxing),jiaxing-qijia-imp-exp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-qijia-imp-exp-co-ltd.html,China,Zhejiang,Jiaxing,315192,"Room 602Fortune Plaza, No870,Zhonghuan West",,+86 139 5738 6188,+86 573 8497 6090,anson@zjqijia.com,,,,3; null,H3-B339; Hnull,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:19:22,api,
Qinsheng Import & Export (Hangzhou),hangzhou-qinsheng-import--export-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-qinsheng-import--export-co-ltd.html,China,Zhejiang,Hangzhou,315192,Rm1095 Unit1 No517 Yinbinrd Nanyuan Strlinping,,+86 186 5731 3131,,qinsheng@qinshenggroup.com,,,,3,H3-C387,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T15:52:22,api,
Qixing Textile (Jiaxing),jiaxing-qixing-textile-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-qixing-textile-co-ltd.html,China,Zhejiang,Jiaxing,314019,"5Th Floor,No 1 Building,No 139 Lingfang Road,Youchegang Townxiuzhou District",,+86 159 9038 6081,,colinwu01@jxwinsun.com,,,,3,H3-A366,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:31:02,api,
Quanta Export,quanta-export-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/quanta-export-ltd.html,Türkiye,,Izmir,,,,,,aysegul.b@quantaexport.com,https://pro.foursource.com/quanta-export-ltd-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:13,api,api
Quanzhou Vigor Imp. & Exp. (Fujian),fujian-quanzhou-vigor-imp--exp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/fujian-quanzhou-vigor-imp--exp-coltd.html,China,Fujian,Quanzhou,362000,"4-1203 Fuxin Garden City,Fengze Road",,+86 595 2298 3411,,richard@vigor.org.cn,https://WWW.VIGOR.ORG.CN,,,4,H4-H527,Intimate,,,,,,,,,,,,,,,,,,2025-12-19T12:20:25,api,api
Ra International,ra-international,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ra-international.html,India,West bengal,Kolkata,700107,Rajdanga Main Road,10/3 Acropolis 1858/1,+91 33 2419 5000,,sid@radhamani.com,https://www.radhamani.com,,,3,H3-A309,Casual & Sports,New Exhibitor,,,,,,,,,,,,,,,,,2026-01-21T14:54:01,api,api
Rahmat Knit Wear,rahmat-knit-wear,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/rahmat-knit-wear.html,Bangladesh,,Dhaka,1421,"Lalpur, Fatullah, Narayanganj",,+880 1873-777701,,shakhjahid@gmail.com,,,,3,H3-B329,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:44,api,
Rakheja Enterprises,rakheja-enterprises-llp,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/rakheja-enterprises-llp.html,India,Haryana,Gurgaon,122012,"Plot n°74 Udyog Vihar, Phase IV",,,,rajeshrakheja@rakhejaenterprises.com,https://rakhejaenterprises.com,,,4,H4-G489,Kids,,,,,,,,,,,,,,,,,,2025-12-19T23:27:57,api,api
Ral Tekstil,ral-tekstil,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ral-tekstil.html,Türkiye,Dosemealti,Istanbul,07190,Kisim No: 3,Organize Sanayi Bolgesi Ataturk Bulvari 1.,,,nevin@raltekstil.com.tr,https://pro.foursource.com/ral-tekstil-a-4,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:07,api,api
Reaching Kayo Textile & Garment (Zhejiang),zhejiang-reaching-kayo-textilegarment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-reaching-kayo-textilegarment-coltd.html,China,Zhejiang,Shengzhou,315192,"No.168 Dacheng Road,Shengzhou City,Zhejiang Province 312400",,+86 571 5666 3884,,kaki_chen@reachingkayo.com,https://www.reachingkayo.cn,,,3,H3-C397,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:16:32,api,api
Rebtex,rebtex,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/rebtex.html,India,Tamil Nadu,"Tiruppur,",641602,"Bungalow Rd Odakkadu,","Varshini Enclave, #24 C,",,,balu@rebtex.in,https://pro.foursource.com/rebtex,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:12,api,api
Reephen Garments (Quanzhou),quanzhou-reephen-garments-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/quanzhou-reephen-garments-coltd.html,China,Fujian,Quanzhou,315192,"8#,Shunfeng Street,Tangxi Industry Zone,Wan'An,Luojiang District",,+86 150 5959 1669,+86 595 2220 7899,ellen@reephen.com,https://www.reephen.com,,,4,H4-H500,Intimate,,,,,,,,,,,,,,,,,,2025-12-19T12:23:14,api,api
Refine Fashion (Jiaxing),jiaxing-refine-fashion-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-refine-fashion-co-ltd.html,China,Zhejiang,Jiaxing,314000,"Room 1411-1416, Building 01 Jiabao Plaza,No 286 Fuxing Road",,+86 573 8282 3911,,rebecca@refinefashion.cn,https://www.refinefashion.com.cn,,,3,H3-B384,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:20:04,api,api
Registan Exports,registan-exports,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/registan-exports.html,India,Rajasthan,Jaipur,302022,"Sitapura Industrial Area, Tonk Road","G174 - 176,& F205, Garment Zone, EPIP,",+91 141 300 4000,+91 141 300 4100,harshal@registanexports.com,https://www.registanexports.com,,Registan Exports is engaged in the manufacture and exports of garments for women and kids wear in woven and knits. Incorporated...,3,H3-A385,All About Her,,,,,,,,,,,,,,,,,company_pictures/10000073202601/AR4U9A0044DC/1736765179195_3892375909.jpg,2026-01-05T12:50:07,api,api
Renoir Apparel (Shandong),shandong-renoir-apparel-coltd-b,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shandong-renoir-apparel-coltd-b.html,China,Shandong,Taian,271000,No. 89 Leigushi Street,,+86 538 612 6567,+86 538 613 9660,sunny_rns@163.com,https://www.renoir.com.cn,,,4,H4-G429,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:22:34,api,api
Renoir Apparel (Shandong),shandong-renoir-apparel-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shandong-renoir-apparel-coltd.html,China,Shandong,Taian,271000,No.89 Leigushi Street,,+86 150 6580 9107,,15666769388@163.com,https://www.renoir.com.cn,,,4,H4-G420,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T06:14:21,api,api
Rise Imp. & Exp. (Jinhua),jinhua-rise-import-and-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jinhua-rise-import-and-export-coltd.html,China,Zhejiang,Jinhua,315192,"Room606, Building D2, Zhihui Park,No.178, Jinfan Street, Lianguan Information Technology Industrial Park",,+86 158 8898 8923,,brad.qian@risegarment.com,,,,4,H4-F449,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:10:53,api,
Rivhil Textiles (Shaoxing),shaoxing-rivhil-textiles-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-rivhil-textiles-co-ltd.html,China,Zhejiang,Shaoxing,315192,"Room 207, Building 1, No.169, Wanghai Road, Doumen Street",,+86 173 6960 5658,,smtf@rivhil.com,https://WWW.RIVHIL.COM,,,4,H4-F529,Intimate,,,,,,,,,,,,,,,,,,2025-12-19T12:10:32,api,api
Rivtex,shanghai-rivtex-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-rivtex-coltd.html,China,Shanghai,Shanghai,201616,"1F,Building 6B,333 Nong,Wensong Road,Songjiang District",,+86 137 8893 7776,,kevin@rivtex.cn,https://www.rivtex.cn,,,4,H4-F510,Casual & Sports,Econogy Finder,,,,,,,,,,,,,,,,,2025-12-19T06:12:56,api,api
Rizi Dresses (Ningbo),ningbo-rizi-dresses-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-rizi-dresses-coltd.html,China,Zhejiang,Ningbo,315177,"No.20 Wenwei Road, Gulin Townhaishu",,+86 130 5677 4600,+86 0574,sean-yu@nb-sixin.com,,,,4,H4-E501,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:20:25,api,
Rong Quli Imp. & Exp. Trading (Shishi),shishi-rong-quli-import-and-export-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shishi-rong-quli-import-and-export-trading-coltd.html,China,Fujian,Quanzhou,315192,"Zone A, 6Th Floor, Unit 1, Building 1, E-Commerce Park, No.1 Nanyang Road, Shishi City",,+86 595 8857 1233,,fandobao8@163.com,,,,4,H4-H502,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:12:38,api,
Ronglida Knitting Fashion (Shengzhou),shengzhou-ronglida-knitting-fashion-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shengzhou-ronglida-knitting-fashion-co-ltd.html,China,Zhejiang,Shaoxing,,Economic Development Area,No20 Jinghuan West Road,+86 575 8336 1766,,ridtie@vip.zi.com,,,,4,H4-G570,Fashion Accessories,New Exhibitor,,,,,,,,,,,,,,,,,2025-12-19T12:14:05,api,
Ruby Fashion Company (Guangzhou),guangzhou-ruby-fashion-company-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangzhou-ruby-fashion-company-limited.html,China,Guangdong,Guangzhou City,510400,"Room 312, No.50 Juyuan Street, Shicha Road",,+86 20 8653 9863,+86 760 2227 0373,sally@rubylg.com,https://www.rubylg.com,,,4,H4-G527,Intimate,,,,,,,,,,,,,,,,,,2025-12-19T12:24:20,api,api
Ruchicaz Overseas,ruchicaz-overseas,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ruchicaz-overseas.html,India,,Noida,201301,"D-40, sector II Noida Industrial Area",,+91 11 2981 7528,+91 11 2981 9213,info@ruchicaz.com,https://www.ruchicazoverseas.com,,,3,H3-C368,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T11:45:43,api,api
Rui Yuan Fashion,rui-yuan-fashion-co-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/rui-yuan-fashion-co-limited.html,Hong Kong,Hongkong,Hong Kong,315192,Rm0239/F Blk G Kwai Shing Ind Blog(Stage 2)42-46 Tai Lin Pai Rd Kwai Chung Nt,,+86 136 3239 5589,,henry@ruiyuan-fashion.com,,,,3,H3-B306,All About Her,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-03-06T11:10:00,api,
Ruihonest Fashion (Jiaxing),jiaxing-ruicheng-import--export-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-ruicheng-import--export-co-ltd.html,China,Zhejiang,Jiaxing,315192,62Building No.966 Xiuyuan Road,,+86 150 6731 2301,,terry@ruihonest.com,,,,3,H3-A364,All About Her,,,,,,,,,,,,,,,,,,2026-01-05T10:53:22,api,
Ruihong Trading (Hubei),hubei-ruihong-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hubei-ruihong-trading-coltd.html,China,Hubei,Huangshi,435000,No.100 Yingbin Road,,+86 714 652 9173,,rh2b01@meidao-group.com,https://www.meidao.com,,,3,H3-A368,All About Her,Econogy Finder,,,,,,,,,,,,,,,,,2025-12-19T12:21:09,api,api
Ruming Imp.& Exp. (Haining),haining-ruming-impemp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/haining-ruming-impemp-co-ltd.html,China,Zhejiang,Haining,314419,"2nd Floor, Building C, No.6 Jindu Ten Road, Maqiao Street",,+86 573 8702 3903,,chrisfindyou@163.com,https://www.ozone-outdoorfashion.com,,,3,H3-A352,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:19:00,api,api
Ruyi Apparel (Ningbo),ningbo-cixi-import-and-export-holdings-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-cixi-import-and-export-holdings-co-ltd.html,China,Zhejiang,Ningbo,315192,"Hengyuanplaza,No.1988 North Third Road(East),Cixi",,+86 574 6388 6662,,carrie_china001@vip.163.com,https://www.cieholding.com/,,,3,H3-C329,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:21:08,api,api
S. White Label Unipessoal,s-white-label-unipessoal-lda,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/s-white-label-unipessoal-lda.html,Portugal,,"Barcelos,",1234-678,"Rua Industrial do Corujo 42,",,,,,,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-30T11:38:26,,
S.K Overseas,sk-overseas-inc,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/sk-overseas-inc.html,India,Haryana,"Pace City I, Gurgaon",122001,"Plot N°70, Sector 37",,+91 124 481 0714,,namita@skoverseasinc.com,https://www.skoverseas.com,,,4,H4-G543,Fashion Accessories,Econogy Finder; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-01-05T12:50:09,api,api
Sagefly Imp. & Exp. (Ningbo),nkm-holdings-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nkm-holdings-ltd.html,China,Zhejiang,Ningbo,315100,"Room 350 New Continent Ginza,No.88 South Qianhe Roadyinzhou",,+86 8613429240512,+86 574 8785 7871,shirley@sagefly.cn,https://www.nkm.cn,,,4,H4-G504,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-22T10:38:01,api,api
Sainty Techowear （Jiangsu）,jiangsu-sainty-techowear-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiangsu-sainty-techowear-coltd.html,China,Jiangsu,Nanjing,210012,"4Th Floor Building B, 21 Softwareavenue",,+86 25 5287 5369,,gff@saintycorp.com,https://www.sohofashion.com,,,3,H3-A367,All About Her,,,,,,,,,,,,,,,,,,2025-12-18T14:53:43,api,api
Sam Tex Socks,sam-tex-socks,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/sam-tex-socks.html,Uzbekistan,,Samarkand,140100,"Boshdarkhon village assembly of citizens,","R. Khamraev neighborhood,",,,sale3@samtexsocks.com,https://pro.foursource.com/sam-text-plas-llc-5,,,3,H3-B319,Knitted,,,,,,,,,,,,,,,,,,2026-01-26T12:39:25,api,api
Sandland Garments (Xiamen),xiamen-sandland-garments-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/xiamen-sandland-garments-coltd.html,China,Fujian,Xiamen,315192,"7Th Floor,Building 2,Bohong Mansion,No.645,Hu An Road,Huli Districtxiamen,361000",,+86 158 6074 2236,+86 592 522 5937,melanie@sandland.cn,https://www.sandland.cn,,,4,H4-H413,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:14:03,api,api
Sansho (Jiaxing),jiaxing-sansho-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-sansho-coltd.html,China,Zhejiang,Jiaxing,,"Room1102-1105,Buildingb,Taisheng Plaza",,+86 573 8282 1816,,kaku@jx-sansho.com,,,,3,H3-A397,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T17:36:24,api,
