Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook
MARC POINT VENEZIA,ITALY,,,Pitti Uomo 110,http://www.marcpointvenezia.it,trademanager@vulpinarisrl.it,+39 0541 732732,,https://www.instagram.com/marcpointvenezia_official,PADIGLIONE CENTRALE / PIANO ATTICO / E/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/marc-point-venezia,,https://www.facebook.com/MarcPointVenezia/
MARCO PESCAROLO NAPOLI,ITALY,,Lifestyle; High Performance; Activewear; Sportswear; Luxury; Contemporary,Pitti Uomo 110,http://www.marcopescarolo.it,,+39 0236736051,,https://www.instagram.com/marcopescarolo_official,PADIGLIONE CENTRALE / PIANO INFERIORE / P/7-9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/marco-pescarolo-napoli,,https://www.facebook.com/marcopescaroloo
MARIA SANTANGELO,ITALY,,,Pitti Uomo 110,,,,,https://www.instagram.com/mariasantangelo,PADIGLIONE CENTRALE / PIANO TERRA / C/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/maria-santangelo,,
MARIO PORTOLANO,ITALY,,Lifestyle; Sustainable; Classic; Luxury; Craftsmanship; Collection,Pitti Uomo 110,http://www.marioportolano.it,,,,https://www.instagram.com/marioportolano,PADIGLIONE CENTRALE / PIANO INFERIORE / S/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/mario-portolano,,
MARKUP,ITALY,,Lifestyle; Sustainable; Denimwear; Activewear; Sportswear; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.markupitalia.com,,,,https://www.instagram.com/markupitalia,PADIGLIONE CENTRALE / PIANO TERRA / K/17-19 L/18-20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/markup,,https://www.facebook.com/markupitalia/
MASQ,ITALY,,Lifestyle; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / N/7 O/9,,,
MAUNA-KEA,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CAVANIGLIA / 20,,,
MAURIZIO MASSIMINO,ITALY,,Special Co-Lab/Limited Edition; Cutting-Edge; Denimwear; Informal; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://mauriziomassimino.it,info@mauriziomassimino.it,+03210630046,,https://www.instagram.com/maurizio_massimino,PADIGLIONE CENTRALE / PIANO ATTICO / G/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/maurizio-massimino,,https://www.facebook.com/mauriziomassimino.it
MAURO BLASI,ITALY,,,Pitti Uomo 110,http://www.mauroblasi.it,info@mauroblasi.it,+39 081 976 6441,,https://www.instagram.com/mauroblasinapoli,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mauro-blasi,,
MAX ROHR,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/max-rohr,,
MAX'N CHESTER,U.S.A.,,,Pitti Uomo 110,http://www.maxnchester.com,,,,https://www.instagram.com/maxnchesterknits,PADIGLIONE CENTRALE / PIANO ATTICO / F/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/max-n-chester,,
MAYSER,GERMANY,,,Pitti Uomo 110,https://mayserhats.com,,,,https://www.instagram.com/mayserhats,PADIGLIONE CENTRALE / PIANO ATTICO / J/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mayser,,
MAZZARELLI,ITALY,,,Pitti Uomo 110,http://www.camiceriamazzarelli.com,info@camiceriamazzarelli.it,+39 080 4968 624,https://www.linkedin.com/company/camiceria-mazzarelli,https://www.instagram.com/camiceriamazzarelli,PADIGLIONE CENTRALE / PIANO INFERIORE / S/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mazzarelli,,https://www.facebook.com/camiceriamazzarelli
MAZZOLENI GLOVES,ITALY,,,Pitti Uomo 110,http://www.mazzolenigloves.com,,,,https://www.instagram.com/mazzolenigloves,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 48,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mazzoleni-gloves,,
MC2 SAINT BARTH,ITALY,,Lifestyle; Special Co-Lab/Limited Edition; Essentials; Outdoor; Activewear; Sportswear; Urban; Luxury; Contemporary; Collection,Pitti Uomo 110,http://www.mc2saintbarth.com,,,,https://www.instagram.com/mc2saintbarth,PIAZZALE GHIAIA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mc2-saint-barth,,
MCALSON,BELGIUM,,Lifestyle; Essentials; British Style; Classic; Sportswear; Urban; Youth Culture; Luxury; Contemporary,Pitti Uomo 110,http://www.mcalson.com,,,,https://www.instagram.com/mcalson,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mcalson,,
MCGREGOR NEW YORK 1921,NETHERLANDS,,Essentials; Classic; Activewear; Sportswear; Informal; Craftsmanship,Pitti Uomo 110,http://mcgregornewyork.com,,,,,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 16-17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mcgregor-new-york-1921,,
MEPHISTO,FRANCE,,Lifestyle; Globetrotter; Premium Streetwear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.mephisto.com,,,,https://www.instagram.com/mephisto_1965,PADIGLIONE CENTRALE / PIANO TERRA / I/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mephisto,,
MEXICANA,FRANCE,,,Pitti Uomo 110,,,,,,SALA DELLE NAZIONI / A/4,,,
MEYER,GERMANY,,Sustainable; Essentials; Classic; New Formal; Denimwear; Outdoor; High Performance; Activewear; Informal; Contemporary,Pitti Uomo 110,http://www.meyer-hosen.com,,,,https://www.instagram.com/meyerhosen,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 12-15,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/meyer,,
MICHAEL COAL,ITALY,,,Pitti Uomo 110,http://www.michaelcoal.com,shopmichaelcoal@germin.it,+39 081 824.22.94,,https://www.instagram.com/michaelcoal,PADIGLIONE CENTRALE / PIANO INFERIORE / S/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/michael-coal,,https://www.facebook.com/michaelcoalbrand
MICHELE MARIN ESSENZA,ITALY,,,Pitti Uomo 110,http://www.michelemarinessenza.it,info@michelemarinessenza.it,+06226760483,,https://www.instagram.com/michelemarinessenza,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/michele-marin-essenza,,https://www.facebook.com/help
MIEZ,ITALY,,Special Co-Lab/Limited Edition; Classic; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.miez.it,,,,https://www.instagram.com/miez_lefriulane,PADIGLIONE CENTRALE / PIANO ATTICO / C/3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/miez,,
MILESTONE,GERMANY,,Lifestyle; Outdoor; Activewear; Sportswear; Urban; Contemporary,Pitti Uomo 110,http://www.milestone.style,info@milestone-jackets.com,,,https://www.instagram.com/milestone.jackets,PADIGLIONE CENTRALE / PIANO TERRA / H/24,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/milestone,,https://www.facebook.com/jacketlovers/
MIMIR,ITALY,,,Pitti Uomo 110,,,,,,ARSENALE / PIANO TERRA / 8-10,,,
MINORONZONI 1953,ITALY,,,Pitti Uomo 110,http://www.minoronzoni1953.it,1953@minoronzoni.it,+39 035467111,,https://www.instagram.com/p/DS2SvzYjHkK/,PADIGLIONE CENTRALE / PIANO TERRA / K/5 L/6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/minoronzoni-1953,,
MIRKO BUFFINI FIRENZE,ITALY,,Luxury; Craftsmanship; Collection,Pitti Uomo 110,http://www.mirkobuffinifirenze.com,,,,https://www.instagram.com/mirkobuffinifirenze,PADIGLIONE CENTRALE / PIANO ATTICO / G/1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mirko-buffini-firenze,,
MISMO,DENMARK,,Lifestyle; Essentials; Nordic Style; Classic; New Formal; Globetrotter; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.mismo.dk,,,,https://www.instagram.com/official_mismo,PADIGLIONE CENTRALE / PIANO ATTICO / F/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mismo,,
MMX GERMANY 2010,GERMANY,,Lifestyle; Sustainable; Essentials; Classic; New Formal; Denimwear; High Performance; Informal; Luxury; Contemporary,Pitti Uomo 110,http://www.mmxgermany.com,,,,https://www.instagram.com/mmxgermany,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 12-15,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mmx-germany-2010,,
MON ART FIRENZE,ITALY,,Classic; Luxury; Contemporary,Pitti Uomo 110,http://www.monartfirenze.com,info@monartfirenze.com,+39 055 831 4424,,https://www.instagram.com/monart_firenze,PADIGLIONE CENTRALE / PIANO TERRA / D/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mon-art-firenze,,https://www.facebook.com/monart.italy/
MONOFOO,NORWAY,,Outdoor; Urban; Craftsmanship,Pitti Uomo 110,http://www.monofoo.com,,,,https://www.instagram.com/monofoo,SALA DELLA RONDA / 13-14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/monofoo,,
MONTECHIARO,ITALY,,Lifestyle; Classic; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.montechiaro.cloud,,+01788840989,,,PADIGLIONE CENTRALE / PIANO TERRA / A/20 B/19,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/montechiaro,,https://www.facebook.com/MAGLIFICIOLILIANA
MORE,ITALY,,Essentials; Outdoor; High Performance; Activewear; Sportswear; Contemporary; Collection,Pitti Uomo 110,https://www.italianmore.com,info@italianmore.com,+39 06 6922 1765,,https://www.instagram.com/italianmoreofficial,ARMERIA / 9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/more,,https://www.facebook.com/italianmoreofficial
MORGANO,ITALY,,Lifestyle; Sustainable; Classic,Pitti Uomo 110,http://www.morgano.com,,,,https://www.instagram.com/morgano_official,PADIGLIONE CENTRALE / PIANO INFERIORE / V/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/morgano,,
MORREZ,TURKEY,,Lifestyle; Essentials; Japan Style; Premium Streetwear; Urban; Youth Culture; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://morrez.com,,+90 ( 533) 095 65 59,,https://www.instagram.com/morrez1959,ARMERIA / 15-17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/morrez,,
MOS MOSH GALLERY,DENMARK,,,Pitti Uomo 110,,,,,https://www.instagram.com/mosmosh_gallery,ARSENALE / PIANO TERRA / 12-14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mos-mosh-gallery,,
MOSSO SUNWEAR,ITALY,,Lifestyle; Sustainable; High Performance; Luxury,Pitti Uomo 110,http://www.mossosunwear.com,,,,https://www.instagram.com/mosso.sunwear,PADIGLIONE CENTRALE / PIANO ATTICO / C/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mosso-sunwear,,
MOTH AND RABBIT,GERMANY,,Lifestyle; Informal; Urban; Youth Culture; Contemporary; Collection,Pitti Uomo 110,https://www.moth-rabbit.com,,,,https://www.instagram.com/mothandrabbit_official,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/moth-and-rabbit,,
MOU,UNITED KINGDOM,,,Pitti Uomo 110,http://www.mou-online.com,,+39 0422 1440013,,https://www.instagram.com/moufootwear,PADIGLIONE CAVANIGLIA / 49,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mou,,https://www.facebook.com/moufootwear
MRMOOD,PORTUGAL,,,Pitti Uomo 110,https://mrmood.pt,,,,https://www.instagram.com/mrmood_official,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mrmood-,,
MULISH,ITALY,,,Pitti Uomo 110,http://www.mulish.it,info@mulish.it,,,https://www.instagram.com/mulish_italia/,RONDINO / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mulish,,https://www.facebook.com/mulishitalia
MUNGAI - FATTO A MANO,ITALY,,Special Co-Lab/Limited Edition; Nordic Style; Japan Style; British Style; Classic; New Formal; Luxury; Craftsmanship,Pitti Uomo 110,https://www.mungai.it,info@mungai.it,+39 339 3137284,,https://www.instagram.com/mungaifattoamano,PADIGLIONE CENTRALE / PIANO INFERIORE / O/21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mungai---fatto-a-mano,,https://www.facebook.com/pages/WebWeavers/1572465226376233
MUNICH X,SPAIN,,Lifestyle; New Formal; Sportswear; Premium Streetwear; Urban; Youth Culture; Craftsmanship,Pitti Uomo 110,http://www.munichsports.com,ventas@munichshop.net,+34 935 953 265 | https://wa.me,,https://www.instagram.com/munichsports,PADIGLIONE CAVANIGLIA / 3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/munich-x,,https://www.facebook.com/MUNICHSports
MUNRO TAILORING,NETHERLANDS,,Sustainable; Essentials; Classic; New Formal; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.munro-tailoring.com,info@munro-tailoring.com,+31 (0)20 4 085 008,,https://www.instagram.com/ateliermunro,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 19,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/munro-tailoring,,
MURPHY&NYE,ITALY,,,Pitti Uomo 110,http://murphynye.com,,,,https://www.instagram.com/murphynye1933,AREA MONUMENTALE / GROTTE / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/murphy-nye,,
MUSEUM GARMENTS,FRANCE,,Sustainable; Essentials; Classic; New Formal; Workwear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.museumgarments.com,,,,https://www.instagram.com/museumgarments,PADIGLIONE CENTRALE / PIANO ATTICO / E/18,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/museum-garments,,
MUSTANG,GERMANY,,,Pitti Uomo 110,https://company.mustang-jeans.com/en/company,people.culture@mustang.de,+49 (0) 791 93740-0,,https://www.instagram.com/mustangjeans_official,ARMERIA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mustang,,
MUTIS NUEVA GRANADA,COLOMBIA,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,,,
MWM MOD WAVE MOVEMENT,SPAIN,,,Pitti Uomo 110,http://www.modwavemovement.com,contact@modwavemovement.com,+34) 665 29 08 00,,https://www.instagram.com/mwm.brand/,PADIGLIONE CAVANIGLIA / 58,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mwm-mod-wave-movement,,https://www.facebook.com/modwavemovement/
MYSTIKUM,GERMANY,,,Pitti Uomo 110,https://mystikumfragrances.com,,,,https://www.instagram.com/mystikum_fragrances,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/M/mystikum,,
NAKED WOLFE,HONG KONG,,,Pitti Uomo 110,http://nakedwolfe.com,,,,https://www.instagram.com/nakedwolfe,PADIGLIONE CAVANIGLIA / 8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/naked-wolfe,,
NANAMICA,JAPAN,,Lifestyle; Japan Style; Denimwear; Outdoor; High Performance; Activewear; Sportswear; Urban; Contemporary,Pitti Uomo 110,http://www.nanamica.com,info@nanamica.com,20260303,,https://www.instagram.com/nanamica,SALA DELLE NAZIONI / B/6-8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/nanamica,,https://www.facebook.com/nanamica
NASO DI RAZA PARFUM,ITALY,,,Pitti Uomo 110,http://www.nasodiraza.com,,,,https://www.instagram.com/nasodiraza_parfum,PADIGLIONE CENTRALE / PIANO INFERIORE / S/19,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/naso-di-raza-parfum,,http://www.facebook.com/sharer.php
NAT'S,CHINA,,Lifestyle; Agender; Outdoor; Globetrotter; High Performance; Sportswear; Urban; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.natsfootwear.com,,,,https://www.instagram.com/natsfootwear,SALA DELLA RONDA / 17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/nat-s,,
NATAL DESIGN - OUTOPIA BY VANISH,JAPAN,,,Pitti Uomo 110,,,,,,SALA DELLA RONDA / 24-25,,,
NATURAL WORLD,SPAIN,,Sustainable,Pitti Uomo 110,http://www.naturalworldeco.com,info@naturalworldeco-shop.com,+34) 941 380 537,,https://www.instagram.com/naturalworldeco,PADIGLIONE CAVANIGLIA / 116,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/natural-world,,https://es-es.facebook.com/pages/Natural-World-Eco/195933470449045
NAVIGARE,ITALY,,Lifestyle; Classic; Outdoor; Activewear; Informal; Urban; Contemporary,Pitti Uomo 110,http://www.navigare.com,,,,https://www.instagram.com/navigare_official,PADIGLIONE CENTRALE / PIANO TERRA / H/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/navigare,,
NEANDERTAL,UNITED KINGDOM,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,,,
NEUDE,U.S.A.,,Lifestyle; Essentials; High Performance; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.neude.com,,,,,ARSENALE / PIANO TERRA / 37,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/neude,,
NEVER ENOUGH,ITALY,,Lifestyle; Sustainable; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,,,,,,,,,
NICK BRONSON,ITALY,,Lifestyle; Classic; Informal; Craftsmanship,Pitti Uomo 110,http://www.nickbronson.com,info@nickbronson.com,+39) 02 2894827,,https://www.instagram.com/nickbronson.italia,PADIGLIONE CENTRALE / PIANO TERRA / D/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/nick-bronson,,
NNT LAB,COLOMBIA,,Lifestyle; Craftsmanship,Pitti Uomo 110,http://www.nntlab.fr,,,,https://www.instagram.com/nntlab,PADIGLIONE CENTRALE / PIANO ATTICO / E/1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/nnt-lab,,
NO MAP SOCIETY,ITALY,,Lifestyle; Sustainable; Agender; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.nomapsociety.com,info@nomapsociety.com,+04914370756,,https://www.instagram.com/nomapsociety_official,PADIGLIONE CENTRALE / PIANO ATTICO / G/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/no-map-society,,
NO NAME,FRANCE,,Lifestyle; Classic; Outdoor; Sportswear; Urban; Contemporary; Collection; Upcycling,Pitti Uomo 110,http://www.no-name.fr,,,,https://www.instagram.com/nonameshoes,FURERIA / 6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/no-name,,
NOIR 'N' BLEU,ITALY,,Lifestyle; Nordic Style; Denimwear; Workwear; Outdoor; Urban; Contemporary; Collection,Pitti Uomo 110,https://www.noirandbleu.com,,+02994481212,,https://www.instagram.com/noirandbleu_official,ARSENALE / PIANO TERRA / 21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/noir--n--bleu,,https://www.facebook.com/Noir-n-Bleu-2084419601788562/
NOKWOL,HONG KONG,,,Pitti Uomo 110,,,,,,PADIGLIONE CAVANIGLIA / 8,,,
NOM,ITALY,,Lifestyle; Special Co-Lab/Limited Edition; Essentials; Globetrotter; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / C/1,,,
NORDA,CANADA,,,Pitti Uomo 110,https://nordarun.com,,,,https://www.instagram.com/nordarun,SALA DELLA RONDA / 3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/N/norda,,
OBAYATY,SWEDEN,,,Pitti Uomo 110,,,,,,,,,
OFF GRID - EVERYTHING IS CONNECTED,ITALY,,,Pitti Uomo 110,https://offgrid.bio,,,,https://www.instagram.com/__offgrid,SALA DELLE NAZIONI / A/43,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/off-grid---everything-is-connected,,
OFFICINA36,ITALY,,Lifestyle; Essentials; Cutting-Edge; Nordic Style; Denimwear; Workwear; Outdoor; Informal; Contemporary; Collection,Pitti Uomo 110,https://officina36.com,,+39 3205649623 | https://wa.me,,https://www.instagram.com/officina36,ARSENALE / PIANO TERRA / 9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/officina36,,https://facebook.com/officina36
OLYMP,GERMANY,,,Pitti Uomo 110,http://www.olymp.com,,,,https://www.instagram.com/olympmen,PADIGLIONE CENTRALE / PIANO TERRA / A/6-8 B/5-7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/olymp,,
OLYMP SIGNATURE,GERMANY,,Classic; New Formal,Pitti Uomo 110,http://www.olymp.com,,,,https://www.instagram.com/olympmen,PADIGLIONE CENTRALE / PIANO TERRA / A/6-8 B/5-7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/olymp-signature,,
ONE NODE,NORWAY,,Nordic Style; Outdoor; Contemporary,Pitti Uomo 110,https://onenode.no/en,,,,https://www.instagram.com/onenode_no,SALA DELLA RONDA / 16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/one-node,,
ONTHEBUND,ITALY,,Sustainable; Nordic Style; New Formal; Sportswear; Urban; Luxury,Pitti Uomo 110,https://www.onthebundbrand.com,,,,https://www.instagram.com/onthebundbrand,SALA DELLE NAZIONI / B/20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/onthebund,,
ORIGINAL PENGUIN,UNITED KINGDOM,,,Pitti Uomo 110,https://www.originalpenguin.co.uk,,,,https://www.instagram.com/originalpenguineu,PADIGLIONE DELLE GHIAIA / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/original-penguin,,
ORIGINAL VINTAGE STYLE,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / D/9,,,
ORLEBAR BROWN,UNITED KINGDOM,,,Pitti Uomo 110,http://www.orlebarbrown.com,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/4 R/3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/orlebar-brown,,
ORTIGNI 1930,ITALY,,,Pitti Uomo 110,http://www.ortigni.it,info@sutoris.it,+39 0573 803088,,https://www.instagram.com/ortignishoes,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/O/ortigni-1930,,https://www.facebook.com/ortigni1930/
