company_name,domain,website,linkedin_url,company_email,phone,country,city,industry_keywords,source_show
"Linyi Hongshun Porcelain Co., Ltd.",hongshunporcelain.com,https://www.hongshunporcelain.com,,sales04@ehongshun.com,,China,Linyi Shandong,Dinner set; Porcelain Dinner set; Stoneware Dinner set; Porcelain Dinnerware; Stoneware Dinnerware,Ambiente 2026
"Linyi Ruiying Trading Co., Ltd.",,,,,,China,Linyi Shandong,blanket; comforter; flannel,Heimtextil 2026
"Linyi Shengshun Arts and Crafts Co., Ltd.",,,,xiaodie.1988@163.com,,China,"Linyi, Shandong",Self-designed; Self-produced and self-sold; Diverse Materials; Good and cheap,Ambiente 2026
"Lion Pencil Co., Ltd.",simbalion.com.tw,https://www.simbalion.com.tw,,export@simbalion.com.tw,,Taiwan,New Taipei City,Art Materials; Writing Instruments; Back to School; Office Supply; Stationery,Ambiente 2026
"Liow Shye Enterprise Co., Ltd.",atlanticchef.com,https://www.atlanticchef.com,,eric.chang@atlanticchef.com,+886 4 2279 1105,Taiwan,Taichung City,Chefs Knives; Boning Knives; Butcher Knives; Turners; Spatulas,Ambiente 2026
Lit Gas Lighter Collection SRL,litgas.it,https://www.litgas.it,,info@litgas.it,+39 030 214 8091,Italy,Castegnato,LIGHTER / GAS LIGHTER; HOUSEHOLD ITEMS; BBQ ACCESSORIES; PROMOTIONAL ITEMS; OPEN AIR,Ambiente 2026
"Litbright Candle (Shijiazhuang) Co., Ltd.",http:,https://Http://www.litbright-candle.com,,sales2@litbright.com,,China,Shijiazhuang Hebei,LITBRIGHT CANDLE; LED CANDLE; SCENTED WAX; REED DIFFUSER; TEALIGHT CANDLE,Ambiente 2026
Liteksas AB,liteksas.lt,http://www.liteksas.lt,,liteksas@liteksas.lt,+370 37 465772,Lithuania,Kaunas,Marzotto Group; Wool blanket; Natural fibers; Throws; Scarves,Heimtextil 2026
"Liveon Industrial Co., Ltd.",liveonkitchen.com,https://www.liveonkitchen.com,,david@liveon.cn,,China,Yangjiang Guangdong,LIVEON kitchenware and tableware supplier; LIVEON kitchen knife block set supplier; LIVEON cheese board gift set supplier; LIVEON chopping board supplier; LIVEON damascus knife supplier,Ambiente 2026
"Livewell Co., Ltd.",livewell-dreamworks.com,http://www.livewell-dreamworks.com/index_en.html,,oversea.livewell.spg@blue.ocn.ne.jp,+81 25-378-3783,Japan,Niigata City,LIVEWELL; Storage solution; Sustainable; Camp; Household,Ambiente 2026
LIVIN-N-DECOR,,,,firasat@livin-n-decor.com,+91 98976 19717,India,Moradabad,,Ambiente 2026
"Living (Yingde) Hardware & Plastic Manufacturing Co., Ltd.",lhs-kitchen.com,https://www.lhs-kitchen.com,https://www.linkedin.com/company/living-hardware-and-plastic-manufacturing-co-ltd/,lincoln.pan@lhs-hk.com,,China,Qingyuan Guangdong,Pepper Mill; Grater; Grinder; Conister; Multifunction choper,Ambiente 2026
"Living Land Enterprise Co., Ltd.",livinglandhome.com,https://www.livinglandhome.com,,living.land@msa.hinet.net,,Taiwan,New Taipei City,HOME TEXTILE; BATH ACCESSORIES; BATH TOWEL; BEDDING; BLANKET,Heimtextil 2026
Livingicon Inc.,sallema.co.kr,https://www.sallema.co.kr,,sales@sallema.co.kr,+82 2-489-2588,"Korea, the Republic of (South)",Seoul,TPU cutting boards; cutting boards; Kitchenware; Korea; Sallema; TPU cutting board; Knife proof cutting board; Kitchenware; SalleMa; Mayfair,Ambiente 2026
"Liyang Xinyuan Curtain Products Co., Ltd.",xycurtain.com,https://www.xycurtain.com,https://www.linkedin.com/company/79570865/admin,wzj@xycurtain.com,+86 138 6120 1572,China,Changzhou Jiangsu,Window & Interior Decoration,Heimtextil 2026
"LL ART STUDIO, LLC",lucilelee.com,https://www.lucilelee.com,http://linkedin.com/in/lucille-lee-687316145,lucille@lucilelee.com,+1 917-445-9107,United States,Hightstown New Jersey,,Heimtextil 2026
LMW Leichtmetallguss GmbH,lmw-leichtmetall.de,https://www.lmw-leichtmetall.de,,info@lmw-leichtmetall.de,+49 2394 91890,Germany,Neuenrade,Induktionsgeeignet; Koch- und Bratgeschirr aus Aluminiumguss; Antihaftversiegelung; PFOA-frei; Gusspfannen,Ambiente 2026
"Lock & Lock Co., Ltd.",locknlock.com,https://www.locknlock.com,,charlie@locknlock.com,,"Korea, the Republic of (South)",Seoul,Food Container; Food Container; Beverageware; Beverageware; Cookware,Ambiente 2026
Lodetex S.P.A.,lodetex.it,https://www.lodetex.it,,info@lodetex.it,+39 0331 352211,Italy,Busto Arsizio,weaver; sustainable; made in Italy; sheer; decoration fabrics,Heimtextil 2026
"Lodge Cast Iron Manufacturing Company, Inc.",lodgecastiron.com,https://www.lodgecastiron.com,,lriddle@lodgecastiron.com,+1 423-837-7181,United States,South Pittsburg Tennessee,Cast Iron Cookware; Seasoned Skillets; Dutch Ovens; Carbon Steel Cookware; Enameled Cast Iron,Ambiente 2026
Loewert Group AG,loewertgroup.com,https://www.loewertgroup.com/,,info@loewertgroup.com,,Switzerland,Basel,Brushware / Bürstenwaren; Wooden handles / Holzstiele; Private label manufacturing / Private-Label-Herstellung; Dustpans / Kehrschaufeln; Brooms and brushes / Besen und Bürsten,Ambiente 2026
Lolly Brasil Ltd.,lolly.com.br,https://www.lolly.com.br,https://www.linkedin.com/company/lolly-brasil/,marcio@lolly.com.br,+55 19 98116-2489,Brazil,Capivari,BABY BOTTLE; BABY PRODUCTS; BABYPRODUKTE; TOYS; BABY CARE,Ambiente 2026
Long King Printing Company Limited,longkingprinting.com,https://www.longkingprinting.com,,cheryl@longkingco.com.hk,,Hong Kong,Kowloon,STICKER / WALL STICKER; CHRISTMAS DECORATION ITEM/ STICKER; TILE STICKER; NOTEBOOK/ GREETING CARD; PUZZLE,Ambiente 2026
Longlan International Trading (Ningbo),longlantrading.com,https://www.longlantrading.com,,lily@longlanfs.com,+86 152 5785 5632,China,Ningbo,,Apparel Sourcing Paris Spring 2026
"Longlife – Saboaria Artesanal Portuguesa, Lda",essenciaspt.com,https://www.essenciaspt.com,,internacional@longlife.pt,+351 913 048 779,Portugal,Torres Novas,Home Fragrance; Candles; Diffusers; Soap; Gift sets,Ambiente 2026
Longyi Import And Export (Weihai),,,,mavis@long-yi.net,+86 631 537 1888,China,Weihai,,Apparel Sourcing Paris Spring 2026
Loomiosa Lighting,loomiosa.com,https://loomiosa.com,,hello@loomiosa.com,+36 9495263,Hungary,Szentendre,Designer lighting; Ambient lighting; Hotel lighting; Designer Lampen; Design Leuchten,Ambiente 2026
Looms & Knots,loomsnknots.com,https://www.loomsnknots.com,,ashish@loomsnknots.com,+91 90530 02501,India,Karnal,Hand-Tufted Area Rugs; Handloom Wall to Wall; Jacquard Broadloom; Flat-woven Scatter Rugs; Natural & Fiber-Dyed Textured Wool,Heimtextil 2026
LOOOK Design Studio - Lea Leiner,loook-studio.com,https://www.loook-studio.com,,lea@loook-studio.com,+49 179 6641582,Germany,Berlin,Textile Design,Heimtextil 2026
Looplabb B.V.,looplabb.com,https://www.looplabb.com/,,info@looplabb.com,+31 20 723 9636,Netherlands,Naarden,Fashion accessory; Handmade; Readers; Sunglasses; Blue light glasses,Ambiente 2026
Lopardo Inox Srl,lopardoinox.it,https://www.lopardoinox.it,,lopardoinoxsrl@lopardoinox.it,+39 340 921 0782,Italy,Buonabitacolo,,Ambiente 2026
LOQI GmbH,loqi.eu,https://www.loqi.eu,https://www.linkedin.com/company/loqi,belinda@loqi.com,+49 30 120749840,Germany,Berlin,Design; Bag; License; Tasche; Gifts / Geschenke; personalisierte Werbemittel; Custom / Bespoke; Fashion Totes; Art / Kunst; Sustainable Souvenirs,Ambiente 2026
Lost Horizon Handicraft | Handmade Felt Crafts,losthorizonhandicraft.com,https://losthorizonhandicraft.com/,https://www.linkedin.com/company/lost-horizon-international-handicrafts,inquiry@losthorizon-nepal.com,+977 986-9833009,Nepal,Kathmandu,Felt Handmade Wool Products Nepal; Sustainable Eco-Friendly Products; Felt Laundry Dryer Ball; Felt Handmade Home Décor; Felt Christmas Décor & Seasonal Décor,Ambiente 2026
Lothantique SAS,lothantique.com,https://www.lothantique.com,https://www.linkedin.com/company/lothantique-france/,info@lothantique.com,+33 4 92 68 60 30,France,Peyruis,home fragrances; perfums; scented candle; fragrances sticks; soaps,Ambiente 2026
LotusGrill GmbH,lotusgrill.de,https://www.lotusgrill.de,,kontakt@lotusgrill.de,+49 6236 461805,Germany,Limburgerhof,Gastischgrill; Charcoalgrill; Tischgrill; Holzkohlegrill; Gartengrill,Ambiente 2026
Louis de Poortere S.A.,louisdepoortere.be,https://www.louisdepoortere.be,,info@louisdepoortere.be,+32 56 39 33 93,Belgium,Mouscron,rug; ecological; recycled; Teppich; Flachgewebe Teppich,Heimtextil 2026
LOUIS TELLIER & GOBEL,louistellier.fr,https://www.louistellier.fr,https://fr.linkedin.com/company/groupe-louis-tellier,info@telliergobelcie.fr,+33 1 34 11 38 38,France,Paris,Kitchen ustensils; Pastry ustensils; French manufacturer; Fresh-cut fruits and vegetables; Outdoor oven,Ambiente 2026
"Louisun Korea Co., Ltd.",,,,sharkko@mylouisun.com,,"Korea, the Republic of (South)",Seoul,throw; cushion; faux fur; plaid; blanket,Heimtextil 2026
Louriza ELLYZ Corp,lourizafurniture.com,https://lourizafurniture.com,,info@lourizafurniture.com,+63 977 120 0903,Philippines,"Binauganan, Tarlac City",Louriza; custom-made; furniture; fine woods; unique designs,Ambiente 2026
Lova Plastik Sanayi Ic Ve Dis Ticaret Limited Sirketi,lovaplastik.com,https://www.lovaplastik.com,,fatih@lovaplastik.com,+90 212 659 93 64,Türkiye,Istanbul,LOVA; STORAGE BOX; SHELL; ORGANIZER; BASKET,Ambiente 2026
Love Home Fabrics,lovehomefabrics.com,https://lovehomefabrics.com/,,info@lovehomefabrics.com,,Belgium,Wielsbeke,"Foam and latax; Premium home linen; Upholstery fabrics for bed bases and borders; Talalay latex mattress cores, toppers and pillows; Interior fabrics for furniture and curtains",Heimtextil 2026
Loyal Top (Hong Kong) Ltd.,,,,adrian@loyaltophk.com,+852 3996 7200,Hong Kong,New Territories,NEW BONE CHINA; PORCELAIN DINNER SET; PLATE; BOWL; MUG AND CUP SAUCER,Ambiente 2026
"Lu Lian Advanced Materials Group Co., Ltd.",,,,,,China,Huzhou Zhejiang,vinyl wallcovering;  wallpaper; natural wallpaper; leather; extile wallcoverings,Heimtextil 2026
Lubkowski Saunders and Associates Limited,lsa-international.com,https://www.lsa-international.com,,info@lsa-international.com,,Great Britain and Northern Ireland,Richmond,Drinkware; Glassware; Tableware; Serveware; Interiors,Ambiente 2026
Lubomir Tichansky MATI,mati.sk,https://www.mati.sk,,mati@mati.sk,+421 907 867 750,Slovakia,Nitra,gold wineglass; swarovski gifts; wedding glass; decorated glassware; designed glassware,Ambiente 2026
Luck Staar Exports,luckstaar.com,https://www.luckstaar.com,,info@luckstaar.com,+91 98430 66646,India,Karur,RUNNER; PLACEMAT; CUSHION COVER; KITCHEN TOWEL; CURTAINS,Heimtextil 2026
Lucky Green Fashion (Jiangyin),luckygreenfashion.com,https://www.luckygreenfashion.com,,apple.han@luckygreenfashion.com,+86 8613584174445,China,Wuxi,,Apparel Sourcing Paris Spring 2026
Lucky Impex,luckyimpex.com,https://www.luckyimpex.com,,info@luckyimpex.com,+92 21 34542772,Pakistan,Karachi,"Duvet Sets; Medical/Healthcare Uniforms, Patient Gowns; Jersey Fitted Sheet; Bed Linen; Home Textiles",Heimtextil 2026
Lucky Textile Mills Ltd.,luckytextilemills.biz,https://www.luckytextilemills.biz,https://www.linkedin.com/company/luckytextilemills,saad@luckytextilemills.biz,+92 321 2595578,Pakistan,Karachi,Bed Linen; Comforters; Bedspreads; Window Curtains; Shower Curtains,Heimtextil 2026
"Luckyglass Co., Ltd.",luckyglass.net,https://www.luckyglass.net,,export@luckyglass.net,+66 2 811 5500,Thailand,Samutsakorn,glass; tumbler; shot glass; mug; bowl,Ambiente 2026
Luis Ferreira & Ferreira S.A.,rena.com.pt,https://www.rena.com.pt,https://www.linkedin.com/company/rena-com-pt/,info@rena.com.pt,+351 22 986 7000,Portugal,Muro,houseware; Storage; Plastic utensils; Plastic household goods; Rena,Ambiente 2026
Luisella D. disegni di Donegana Luisella,,,,luiselladonegana@gmail.com,+39 031 271285,Italy,Como,Textile Design,Heimtextil 2026
LUIZ GmbH,decode-by-luiz.de,https://www.decode-by-luiz.de,,info@luiz.com,,Germany,Hürth,LUIZ; Stoffe; Hürth; Vorhänge; Bettwäsche,Ambiente 2026
Lumatex India Pvt. Ltd.,lumatexindia.com,https://www.lumatexindia.com,,akshat@lumatexindia.com,+91 97113 33258,India,Sonipat,velvet jacquard curtains; knitted throws knitted cushions; embroidered beaded velvet; curtains fabrics; burnout cushions,Heimtextil 2026
"Lumatex Industria Textil, Lda.",lumatex.com,https://www.lumatex.com,,manuela@lumatex.com,+351 253 560 260,Portugal,Guimaraes,SHEETS; BEDSPREADS; COVERLET; PILLOW CASE; SHAM,Heimtextil 2026
Lumian Srl,lumianbartools.com,https://www.lumianbartools.com,,info@lumianbartools.com,+39 06 8769 5401,Italy,Roma,mixologist kit; barware; bartender gadgets; bar equipment; bar equipment,Ambiente 2026
Lunara Tekstil Ticaret Limited Sirketi,lunaratex.com,https://lunaratex.com,,ekrem@lunaratex.com,+90 533 612 27 30,Türkiye,Sariyer / Istanbul,lun; natural sheers; blackout,Heimtextil 2026
"Luohe Loufor Stationery Manufacturing Co., Ltd.",loufor.com,https://www.loufor.com,,hitalent@qq.com,,China,"Luohe, Henan",ERASER; GLUE STICK; AIR DRY CLAY; Liquid glue stick; solid glue,Ambiente 2026
Luomi Garments (Shengzhou),luomi.com.cn,https://WWW.LUOMI.COM.CN,,seasan@romi.ac.cn,+86 575830039,China,Shengzhou,,Apparel Sourcing Paris Spring 2026
"Luoyang Longart Textile Co., Ltd.",,,,flower@longart.net,+86 136 0379 5558,China,Luoyang Henan,"Bed, Bath & Living",Heimtextil 2026
Lurch AG,lurch.de,https://www.lurch.de,,info@lurch.de,+49 5121 749910,Germany,Hildesheim,Kochen; Nachhaltigkeit; Backen; To-Go; Isoliergefäße,Ambiente 2026
LUSCIOUZ,lusciouz.jp,https://lusciouz.jp/,,lusciouz.japan@gmail.com,+81 80-7988-7770,Japan,Kitakyushu Fukuoka,Wine glass; Wine accessaries; corkscrew; Japan; Wine,Ambiente 2026
LUSHH Home International Limited,,,,sale@willingtextile.com,+86 575 8650 9996,Hong Kong,Central,Window & Interior Decoration,Heimtextil 2026
Luxor International Pvt Ltd,luxorpen.com,https://www.luxorpen.com,https://www.linkedin.com/company/luxorpen/,sanjay.dhar@luxoroffice.com,+91 98109 74947,India,Noida,Luxor; Office supplies; Writing Instruments; Markers; Highlighter,Ambiente 2026
Luxsvn,luxsvn.com,https://www.luxsvn.com,,,,Egypt,Cairo,Glassware; tableware; Egyptian Glass; Glass; Horica,Ambiente 2026
Luxury Home Furnishings,luxuryhomefurnishings.in,https://www.luxuryhomefurnishings.in,,raghav@luxuryhomefurnishings.in,+91 90505 00999,India,Panipat,Bedding; Cushions; Throws; Bathmats; Elite Designing,Heimtextil 2026
Luzerne Pte Ltd.,luzerne.com,https://www.luzerne.com,,margaret@luzerne.com,+65 6593 9988,Singapore,Singapore,Tableware; Fine china; Hospitality; Ceramic; Dinnerware,Ambiente 2026
"LV & Oriental Pearl Co., Ltd.",lv-orientalpearl.com.vn,https://www.lv-orientalpearl.com.vn,,lv-orientalpearl@fpt.vn,+84 24 3944 7161,Vietnam,Hanoi,"Mirror, Wall Decor; Lacquer Furniture; Lacquer Home Accessories; Natural fiber woven products; Vietnam company",Ambiente 2026
Lynns Limited,lynnshk.com,https://www.lynnshk.com,,info@lynnshk.com,+852 2115 9028,Hong Kong,Wan Chai,Dinnerware; Cast Iron; ceramic; porcelain; bone china,Ambiente 2026
Lätt Home,latthome.es,https://www.latthome.es,,info@latthome.es,,Spain,Camargo,Cast Iron; Cookware; Cocotte; Color; Frypan,Ambiente 2026
"Lékué, S.A.",lekue.com,https://www.lekue.com,,info@lekue.com,+34 935 74 26 40,Spain,Barcelona,baking moulds; ice cube trays and ice cream moulds; storage and take away; kitchen utensils and gadgets; microwave cooking,Ambiente 2026
Lübech Living ApS,lubechliving.com,https://www.lubechliving.com,,info@lubechliving.dk,+45 98 10 16 17,Denmark,Aalborg SV,Home accessories; Candles; Recycle; Vance Kitira; OOhh,Ambiente 2026
Lüks Kadife Tic. ve San. A.S.,lukskadife.com.tr,https://www.lukskadife.com.tr,https://www.linkedin.com/company/luks-kadife-as/about,,+90 352 321 40 61,Türkiye,Kayseri,velvet; upholstery; curtain; FR; RECYCLE,Heimtextil 2026
M Hassan Din and Sons,mhassandin.com,https://www.mhassandin.com,,sohaib@mhassandin.com,+92 307 7774611,Pakistan,Multan,Kitchen Towel; Table Cover; Oven Gloves; Pot Holder; Apron,Heimtextil 2026
M Lau Constantin,,,,crealau@aol.com,+33 6 09 82 22 15,France,Paris,Textile Design,Heimtextil 2026
M M Creations,,,,manmohan_g@mmcreations.net,+91 98110 60126,India,Gurgaon,,Heimtextil 2026
M&A Group,mnasourcing.com,https://www.mnasourcing.com,,monir@mnasourcing.com,+880 1993-672513,Bangladesh,Dhaka,,Apparel Sourcing Paris Spring 2026
"M&C Invest - Comercio e Servicos, SA",fivo.pt,https://www.fivo.pt,https://www.linkedin.com/company/fivoceramics/,info@fivo.pt,+351 709500,Portugal,Sao Mamede,"ceramics; portuguese ceramics; decor products; bathroom products; dinnerware; tableware; homeware, vases; lamps; design; hand paint; decal; digital printing; sponge work; reactive glaze; earthenware; stoneware;; dinning room; living room; bathroom",Ambiente 2026
M&CO,mandco-paris.fr,https://mandco-paris.fr/,,contact@m-and-co.fr,+33 1 49 26 96 00,France,Muids,Kitchen tools; Cooking utensils; Bakeware and silicone molds; Thermometers; Innovative cookware,Ambiente 2026
M-Design Edgar Meyer,m-design-rm.de,https://www.m-design-rm.de,,info@m-design-rm.de,+49 5273 36120,Germany,Beverungen,Textile Design,Heimtextil 2026
M. Yahya M. Yousuf Bari,barimills.com.pk,https://www.barimills.com.pk,,asif.farooqi@barimills.com.pk,+92 21 32576171,Pakistan,Karachi,bathrobe; Made in Green Towel; Kitchen towel; Hand towel; Bath towel,Heimtextil 2026
M.G. Ekkelboom B.V.,ekkelboom.nl,https://www.ekkelboom.nl,,info@ekkelboom.nl,+31 74 266 1731,Netherlands,Borne,Bettwäsche; Quilt covers; Home Textiles; Private label; Papillon,Heimtextil 2026
M.K. International,mk-int.com,https://www.mk-int.com,,younus@mk-int.com,+92 21 36994114,Pakistan,Karachi,Home Textile  ; Bed Linen  ; Fitted Sheets ; Fabric ; Terry Towels,Heimtextil 2026
M.K. Sons (Pvt) Ltd.,mksons.com,https://www.mksons.com,https://www.linkedin.com/company/m.k.-sons-pvt-ltd,mksons@mksons.com,+92 41 2607600,Pakistan,Faisalabad,curtains; Sheet Set; Comforter set; Shower curtain; Duvet Set,Heimtextil 2026
M.P.S. Manifattura Porcellane Saronno S.r.l.,mpsporcellane.com,https://www.mpsporcellane.com,https://www.linkedin.com/company/19120623,cinzia@mpsporcellane.com,+39 02 962 5875,Italy,Saronno,HoReCa; Forniture; Kitchen Dishes; Porcelain,Ambiente 2026
M.R. Industries,mrindustries.co.in,https://www.mrindustries.co.in,,hariom@mrindustries.co.in,+91 97190 99448,India,Moradabad,MRI; Trays; Fruit dishes; Tables; Trallies,Ambiente 2026
M.R. Products Corporation,mrpen.co.kr,https://www.mrpen.co.kr,,mrproducts@naver.com,+82 32-819-3474,"Korea, the Republic of (South)",Incheon,Ball pen; Pen; Ball point pen; Stationery pen; Gift,Ambiente 2026
M.R.S. DESIGNS,,,,mrsdesigns1@yahoo.com,+233 24 316 8925,Ghana,Accra,Batik; Tie/Dye; Textile; Fashion; Clothing,Ambiente 2026
M.T.M. Sp. z o.o. sp.k.,mtm.waw.pl,https://www.mtm.waw.pl,,mb@mtm.waw.pl,+48 22 678 54 10,Poland,Warschau,household items; quality; MTM; leading producer; plastic items,Ambiente 2026
M/S Axis Housewares,axisimpex.com,https://www.axisimpex.com,,axis@axisimpex.com,+91 98201 96665,India,Maharashtra,SOUP TUREENS; THERMO BOWLS; SOUP BOWLS; Hot Pots; CASSEROLES,Ambiente 2026
M/s Bismillah Towel Industries,,,,,,Pakistan,Karachi,,Heimtextil 2026
M/S Elite Home Decor,,,,avanish@elitehomedecor.co.in,+91 98991 71694,India,Gautam budh Nagar,Cushions & cushion cover; kitchen linen; Decorative Pillows; table linen & kitchen linen; kids bedding,Heimtextil 2026
M/S Fantasy Exports,fantasyexports.com,https://www.fantasyexports.com,,vikas@fantasyexports.com,+91 591 248 9834,India,Moradabad,Stainless Steel Decor; Vases; Candle Holders; Bowls; Bar Accessories,Ambiente 2026
M/s India Exports,,,,rpunjabi31@gmail.com,+91 22 2493 0133,India,Mumbai,,Ambiente 2026
"M/S Jell Pharmaceuticals Pvt Ltd, A div Panaromas",panaromascandle.com,http://www.panaromascandle.com,,info@jellpharma.com,+91 22 4218 8500,India,Mumbai,"SCENTED CANDLE ,REED DIFFUSER,INCENSE STICKS,PILLAR CANDLES; TEA LIGHT CANDLES,ESSENTIAL OILS,BURNER,GLASS CANDLES, CAR DIFFUSEROS; POTPOURRIES , DIY PAINTS , VARNISHES ,EVERYDAY CANDLES; PETROLEUM JELLY ,BABY OIL,BABY POWDER , BEAUTY CREAM,BODY POWDER; FACE CREAM, OINTMENTS ,VASELINE ,HAIR OIL ,HAIR REMOVAL CREAM",Ambiente 2026
