Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-control-science-and-systems-engineering-iccsse-2026-may-singapore-sg,International Conference on Control Science and Systems Engineering (ICCSSE),Organizer,cessing and Sensor Fusion Fault Diagnosis Control Devices and Instruments Power Electronics Hydraulic/Pneumatic Systems MEMS and Nano Technologies Robot Control Kinematic,90,Hot,,,"International Conference on Control Science and Systems Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practi | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computational-and-statistical-sciences-iccss-2026-may-singapore-sg,International Conference on Computational and Statistical Sciences (ICCSS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: automated reasoning algebraic geometry wavelets multiresolution numerical simulation constru",90,Hot,,,"International Conference on Computational and Statistical Sciences scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-fluid-mechanics-heat-transfer-and-thermodynamics-icfmhtt-2026-may-singapore-sg,"International Conference on Fluid Mechanics, Heat Transfer and Thermodynamics (ICFMHTT)",Organizer,Engineering Heat Transfer Heat and Mass Transfer Equipment Laminar and Turbulent Flow Boundary Layer and Free Surface Flows Industrial Fluid Mechanics Thermal-Fluids Mac,90,Hot,,,"International Conference on Fluid Mechanics, Heat Transfer and Thermodynamics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and univers | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-industrial-and-business-engineering-icibe-2026-may-singapore-sg,International Conference on Industrial and Business Engineering (ICIBE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering procurement business logistics physical distribution constraints operational res",90,Hot,,,"International Conference on Industrial and Business Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-electrical-computer-and-systems-engineering-icecse-2026-may-singapore-sg,"International Conference on Electrical, Computer and Systems Engineering (ICECSE)",Organizer,"obotic Applications Microelectronics, Systems and Devices Nuclear and Renewable Energy Systems Power Electronics and Drives Power Generation and Distribution Power Optimi",90,Hot,,,"International Conference on Electrical, Computer and Systems Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-building-architecture-and-urbanism-icbau-2026-may-singapore-sg,"International Conference on Building, Architecture and Urbanism (ICBAU)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: building physics building performance simulation architectural design indoor environments lo",90,Hot,"HQ) - Montreal, Canada September 16, 2026 International Conference on Climate Responsive Building Design, Sustainable Bu",,"International Conference on Building, Architecture and Urbanism scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-construction-engineering-and-management-iccem-2026-may-singapore-sg,International Conference on Construction Engineering and Management (ICCEM),Organizer,"es Case Studies of Structural Failures Innovative Solutions in Design and Construction Plasticity and Nonlinear Material Modelling Damage Mechanics, Fracture and Fatigue",90,Hot,hquake Resistance Design for Wind and Storm Resistance Design for Fire Resistance Design for Blast and Impact Resistance,,"International Conference on Construction Engineering and Management scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practi | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-civil-construction-and-geological-engineering-icccge-2026-may-singapore-sg,"International Conference on Civil, Construction and Geological Engineering (ICCCGE)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: terramechanics landslides geotechnical analysis tunnelling soil engineering tunnel construct",90,Hot,hquake engineering geomechanics earthquakes seismic engineering engineering seismology earthworks engineering soil mecha,,"International Conference on Civil, Construction and Geological Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-fluid-dynamics-and-thermodynamics-icfdt-2026-may-singapore-sg,International Conference on Fluid Dynamics and Thermodynamics (ICFDT),Organizer,Gas Turbine Heat Transfer Heat and Mass Transfer Equipment Heat and Mass transfer in Biomedical devices Heat and Mass Transfer in Biotechnology Heat and Mass Transfer in,90,Hot,,,"International Conference on Fluid Dynamics and Thermodynamics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-civil-engineering-and-applied-mechanics-icceam-2026-may-singapore-sg,International Conference on Civil Engineering and Applied Mechanics (ICCEAM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: building information modelling building engineering architectural conservation Description O",90,Hot,hquake Engineering Engineering Seismology Transportation Engineering Geomatics Engineering Applied Mechanics Aerodynamic,,"International Conference on Civil Engineering and Applied Mechanics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practi | Industry: Food & Beverage | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-bioinformatics-and-computational-molecular-biology-icbcmb-2026-may-singapore-sg,International Conference on Bioinformatics and Computational Molecular Biology (ICBCMB),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: microbiome movement extremophiles functional genomics genome editing molecular biotechnology",90,Hot,,,"International Conference on Bioinformatics and Computational Molecular Biology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and univer | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
