Company,Country,Category,Website,Stand,Email,Phone,LinkedIn,Instagram
MAKFA JSC,Russian Federation,Dry goods | Pasta,https://makfahealth.com/,"31-35, South Hall 5",,,,
Makki,Syria,"Gluten-free Baked Goods | Bakery, cakes & desserts | Vegan / Vegetarian Products | Sugar-free Products | Snacks | Nuts | Nut-free Products | Free-from products | Dairy-free Products | Baked Goods | Fat-free Products | Healthy snacks | Gluten-Free Products | Lactose-free Products",https://makki-int.com/,"57-9, South Hall 10",,,,
Makler Komers,Bulgaria,"Ice Cream | Butter | Yoghurt (Regular, Flavoured, Fruit, etc.) | Cream & Cream Products | Cheese",https://maklerkomers.com/en/home/,"R-340, Shk Rashid Hall",,,,
Malaysia External Trade Development Corporation (MATRADE,United Arab Emirates,"Iced Tea | Government/associations | Bakery, cakes & desserts | Halal and kosher food | Fortified foods & health products | Instant Noodles | Canned Products | Coffee | Dried Milk Products | Frozen food | Fresh Fruits & Vegetables | Instant Beverages | Dry goods | Instant Soups | Cream & Cream Products | Frozen Baked Goods | Health & Wellness Products | Milk | Flavoured Water | Butter | Energy Drinks | Baked Goods | Condiments & sauces | Spices & Seasonings | Cakes / Dessert | Baking Supplies | Chilled & fresh food | Juices & Nectars",https://www.matrade.gov.my,"N2-D116, North Hall 2",,,,
MALAYSIAN PALM OIL COUNCIL(MPOC,Malaysia,Oil | Animal Fats | Ghee | Vegetable & animal oils & fats,https://www.mpoc.org.my/,"Z1-A35, Za'abeel Hall 1",,,,
MALAYSIAN PINEAPPLE INDUSTRY BOARD (MPIB,Malaysia,"Spreads, honey & jams | Canned Products | Coffee | Snacks | Fresh Fruits & Vegetables | Instant Beverages | Dry goods | Condiments & sauces | Dried Fruits | Healthy snacks | Chilled & fresh food | Juices & Nectars",https://www.mpib.gov.my,"N2-D84, North Hall 2",,,,
"MALEE INTERNATIONAL CO., LTD",Thailand,Private label | Coffee | Non-alcoholic Beverages | Instant Beverages | Juices & Nectars,https://www.malee.co.th,"Z4-G6, Za'abeel Hall 4",,,,
"Malek AlTabakh Company for Food Manufacture, LTD",Iraq,"Government/associations | Bakery, cakes & desserts | Halal and kosher food | Tea | Market Research | Coffee | Frozen food | Dry goods | Professional services | Private label | Milk | Baked Goods | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings | Dried Fruits",https://www.al-tabakh.com/en/,"33-80, South Hall 5",,,,
Maliban Biscuit Manufactories (Pvt) Limited,Sri Lanka,"Savoury snacks | Bakery, cakes & desserts | Halal and kosher food | Tea | Sugar-free Products | Savoury Baked Products | Snacks | Salty Snacks | Fresh Side Dishes & Ingredients | Value-Added Food | Private label | Free-from products | Milk | Crackers | Specialty food | Baked Goods | Chilled & fresh food",https://www.malibangroup.com/,"57-68, South Hall 10",,,,
Malkat Al Baharat Foodstuff Trading Co LLC,United Arab Emirates,Dry goods | Private label | Pulses/ grains / cereals / flours | Spices & Seasonings | Coffee Beans | Snacks | Nuts | Pulses,https://malkatalbaharat.com/about.php,"N4-A2, North Hall 4",,,,
"Malsena plius, JSC",Lithuania,"Bakery, cakes & desserts | Halal and kosher food | Pulses/ grains / cereals / flours | Pasta | Rye | Dry goods | Private label | Wheat | Spelt | Baking Supplies",https://www.malsena.lt,"13-43, South Hall 2",,,,
Malu Agrotech,India,Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Snacks | Nuts | Dry goods | Dried Fruit & Vegetables | Private label | Free-from products | Specialty food | Spices & Seasonings | Dried Fruits | Healthy snacks | Ethnic Food,https://maluagrotech.com/,"N7-C20, North Hall 7",,,,
MAMA SITA'S,Philippines,Halal and kosher food | Frozen Meat | Snacks | Frozen food | Artisanal | Dry goods | Dried Fruit & Vegetables | Instant Soups | Gourmet & Fine Food | Specialty food | Condiments & sauces | Spices & Seasonings | Juices & Nectars,https://www.mamasitas.com,"N2-C26, North Hall 2",,,,
MAMAKO® goat milk based baby food,Spain,Halal and kosher food | Fortified foods & health products | Sugar-free Products | Free-from products | Fortified & Functional Products | Health & Wellness Products | Milk | Gluten-Free Products,https://mamako.com,"16-40, South Hall 2",,,,
Mammen Cheese A/S,Denmark,Cheese,https://mammencheese.dk/,"R-198, Shk Rashid Hall",,,,
Mana,United Arab Emirates,Butter | Cream & Cream Products | Dried Milk Products | Cheese,https://mana-dmcc.com/,"R-K2, Shk Rashid Hall",,,,
Mana Food Industry,Iran,Dry goods | Pasta,https://manamacaron.com/en/,"SH-E2, South Hall 12",,,,
Manaal Foods (Private) Limited,Pakistan,Private label | Pulses/ grains / cereals / flours | Rice | Corn | Vegetable & animal oils & fats | Brown Rice | Agri-product Seeds,https://manaalfoods.com/,"N4-D2, North Hall 4",,,,
Manalee General Trading L.L.C,United Arab Emirates,Coffee Beans | Cereals / Fruit Bars | Coffee | Pulses/ grains / cereals / flours | Corn | Snacks | Brown Rice | Nuts | Eggs & Egg Products | Barley | Rice | Milk | Chilled & fresh food,https://www.manaleetrading.com,"N5-A26, North Hall 5",,,,
MANARA FOOD PROCESSING LLC,United Arab Emirates,"Bakery, cakes & desserts | Condiments & sauces | Halal and kosher food | Cakes / Dessert | Baking Supplies",https://www.manarafp.com,"400,N1-E133, Hall 4,North Hall 1",,,,
Manarthon,Tunisia,"Animal Fats | Halal and kosher food | Meat, poultry & seafood | Canned Products | Fish | Dry goods | Private label | Free-from products | Olive Oil | Specialty food | Condiments & sauces | Spices & Seasonings | Vegetable & animal oils & fats | Gluten-Free Products | Ethnic Food",https://www.manarthon.com,"43-71, South Hall 7",,,,
Manavlar Gida Sanayi Ve Ticaret Anonim Sirketi,Türkiye,"Private label | Halal and kosher food | Spreads, honey & jams",https://www.manavlarfood.com,"54-80, South Hall 9",,,,
Mancuso Vincenzo & C. S.r.l,Italy,"Bakery, cakes & desserts | Sugar-free Products | Frozen food | Ice Cream | Private label | Ice Cream / Sorbet / Gelato | Free-from products | Cakes / Dessert",https://www.mancusogelati.it/,"17-124, South Hall 3",,,,
Mando Company Retail and Wholesale Trade,Egypt,Vegan / Vegetarian Products | Coffee Beans | Coffee | Pulses/ grains / cereals / flours | Snacks | Nuts | Dry goods | Private label | Organic products | Free-from products | Olive Oil | Spices & Seasonings | Vegetable & animal oils & fats,https://sites.google.com/view/mandocpmpany,"N9-E59, North Hall 9",,,,
"Mangosteen Community Enterprise Plaeng Yai Khitchakut Co., Ltd.",Thailand,Gulfood Fresh,,"GG-N48, North Hall 12",,,,
Mani Foods S.A,Greece,"Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Sugar-free Products | Canned Products | Oil | Snacks | Fresh Side Dishes & Ingredients | Fresh Fruits & Vegetables | Value-Added Food | Dried Fruit & Vegetables | Private label | Nut-free Products | Dry goods | Free-from products | Olive Oil | Dairy-free Products | Gourmet & Fine Food | Specialty food | Vegetable & animal oils & fats | Healthy snacks | Gluten-Free Products | Lactose-free Products | Baking Supplies | Chilled & fresh food | Organic products | Ethnic Food",https://www.manifoods.gr/,"20-21, South Hall 3",,,,
Manish Dall Mill,India,Pulses | Pulses/ grains / cereals / flours | Corn | Brown Rice | Millet | Sorghum | Wheat | Barley | Rice | Agri-product Seeds | Quinoa | Vegetable & animal oils & fats | Organic products,https://manishdallmill.com/,"N9-C3, North Hall 9",,,,
Manna Foods,Belgium,Gourmet & Fine Food | Specialty food | Private label | Condiments & sauces | Halal and kosher food | Ethnic Food,https://www.manna.be,"12-2, South Hall 1",,,,
Mannco LLP,India,"Savoury snacks | Crackers | Salty Snacks | Bakery, cakes & desserts | Baked Goods | Snacks",https://www.Marioproducts.com,"N1-F63, North Hall 1",,,,
Manolet Almonds,Spain,Halal and kosher food | Vegan / Vegetarian Products | Snacks | Nuts | Dry goods | Dried Fruit & Vegetables | Free-from products | Dried Fruits | Gluten-Free Products | Organic products,https://www.manolet.com/,"15-18, South Hall 2",,,,
Manoli - Canoli Exports Elaia Manolakou,Greece,Vegan / Vegetarian Products | Ready-to-Eat | Sugar-free Products | Canned Products | Oil | Snacks | Fresh Fruits & Vegetables | Dry goods | Dried Fruit & Vegetables | Private label | Free-from products | Olive Oil | Dairy-free Products | Gourmet & Fine Food | Specialty food | Fat-free Products | Vegetable & animal oils & fats | Healthy snacks | Gluten-Free Products | Lactose-free Products | Dried Fruits | Chilled & fresh food | Ethnic Food,https://manolicanoli.net/,"21-18, South Hall 3",,,,
"MANORA FOOD INDUSTRY CO., LTD",Thailand,Savoury snacks | Iced Tea | Tea | Coffee | Snacks | Instant Beverages | Private label | Juices & Nectars,https://manorafood.com,"N2-A56, North Hall 2",,,,
Mantinga Bakery and Food Solutions,Lithuania,"Bakery, cakes & desserts | Ready-to-Eat | Savoury Baked Products | Frozen Ready Meals | Snacks | Frozen food | Private label | Frozen Baked Goods | Specialty Breads | Specialty food | Baked Goods",https://www.mantinga.lt/en,"14-40, South Hall 2",,,,
"MANTY, SA",Switzerland,Dry goods | Canned Products | Instant Soups | Condiments & sauces | Spices & Seasonings | Pasta | Dried Fruits | Instant Noodles,https://manty.ch,"N4-B16, North Hall 4",,,,
Manuel Busto Amandi,Spain,Private label | Condiments & sauces | Halal and kosher food | Non-alcoholic Beverages | Carbonated Soft Drinks | Organic products | Juices & Nectars,https://www.mayador.com/,"Z6-B40, Za'abeel Hall 6",,,,
MANZARO GROUP,Ukraine,Oil | Ghee | Halal and kosher food | Vegetable & animal oils & fats,https://www.manzaro.com/en/,"Z2-26, Za'abeel Hall 2",,,,
MAP RICE MILLS PVT. LIMITED,Pakistan,"Rice, Pulses & Grains",,"N5-B32, North Hall 5",,,,
Mapeks Gida Ve Sanayi Mamulleri Ihr.Ve Tic. A.s,Türkiye,Ice Cream / Sorbet / Gelato | Frozen Fruit & Vegetables | Frozen food,https://mapeksorganic.com/,"GG-R10, North Hall 12",,,,
"Maple Leaf Farms, Inc",United States of America,"Animal Fats | Halal and kosher food | Ready-to-Eat | Meat, poultry & seafood | Frozen Ready Meals | Frozen Meat | Frozen food | Poultry & Feathered Game | Specialty food | Vegetable & animal oils & fats",https://mapleleaffarms.com/,"S2-C55, Shk Saeed Hall 2",,,,
Mapsco General Trading LLC,United Arab Emirates,Halal and kosher food | Canned Products | Oil | Frozen Meat | Pulses/ grains / cereals / flours | Pasta | Breakfast Cereals | Frozen food | Eggs & Egg Products | Dry goods | Private label | Wheat | Rice | Vegetable & animal oils & fats | Chilled & fresh food,https://mapscogt.ae/,"DG-235, North Hall 13",,,,
Marathon Ginseng International Inc,United States of America,"Halal and kosher food | Tea | Fortified foods & health products | Spreads, honey & jams | Yoghurt (Regular, Flavoured, Fruit, etc.) | Snacks | Dried Fruit & Vegetables | Private label | Organic products | Fortified & Functional Products | Health & Wellness Products | Crackers | Energy Drinks | Specialty food | Condiments & sauces | Non-alcoholic Beverages | Bottled Water | Healthy snacks | Ethnic Food",,"41-40, South Hall 7",,,,
Marbello Processed Foods Manufacturing,Philippines,Value-Added Food | Artisanal | Specialty food | Condiments & sauces | Halal and kosher food | Free-from products | Vegan / Vegetarian Products | Ready-to-Eat,https://www.facebook.com/memofoods,"N2-C12, North Hall 2",,,,
March Global L.L.C-FZ,United Arab Emirates,Grocery Trade,https://Www.march-global.com,"DG-L3, North Hall 13",,,,
MARCOM INTERNATIONAL,Tunisia,"Dry goods | Canned Products | Private label | Fish | Pasta | Meat, poultry & seafood",https://www.marcom-international.net,"44-52, South Hall 7",,,,
Mardouw Investments ZA (Pty) Ltd,South Africa,World Food,https://mardouw.com,"24-11, South Hall 4",,,,
Margafrique,Morocco,World Food,https://www.margafrique.ma/,"47-99, South Hall 8",,,,
Marhaba Frozen Foods - Al Aali Exports Pvt ltd,India,"Frozen Meat | Processed Meat | Meat, poultry & seafood | Organ Meats & Offal | Frozen food",https://www.marhabagroup.in,"S-F78, Trade Centre Arena",,,,
Marhaba Laboratories (Pvt.) Ltd,Pakistan,"Cordials & Syrups | Halal and kosher food | Agri-oil | Vegan / Vegetarian Products | Tea | Spreads, honey & jams | Fortified foods & health products | Canned Products | Oil | Instant Beverages | Dry goods | Organic products | Free-from products | Health & Wellness Products | Flavoured Water | Agri-product Seeds | Specialty food | Condiments & sauces | Spices & Seasonings | Non-alcoholic Beverages | Vegetable & animal oils & fats | Instant hot beverages | Ethnic Food",https://marhaba.com.pk,"33-107, South Hall 6",,,,
Mariani Packing Company,United States of America,Halal and kosher food | Vegan / Vegetarian Products | Fortified foods & health products | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Dry goods | Dried Fruit & Vegetables | Private label | Nut-free Products | Free-from products | Health & Wellness Products | Dairy-free Products | Dried Fruits | Gluten-Free Products | Lactose-free Products,https://www.mariani.com,"41-47, South Hall 7",,,,
MARIE MORIN FRANCE,France,"Bakery, cakes & desserts | Ready-to-Eat | Yoghurt (Regular, Flavoured, Fruit, etc.) | Frozen food | Private label | Organic products | Cream & Cream Products | Frozen Dairy Products | Gourmet & Fine Food | Specialty food | Baked Goods | Cakes / Dessert | Baking Supplies",https://marie-morin.fr/en/,"8-65, South Hall 1",,,,
Marijampoles pieno konservai UAB,Lithuania,Dry goods | Canned Products | Private label | Butter | Halal and kosher food,https://milk.lt/en/,"M-F28, Shk Maktoum Hall",,,,
Marilan Group,Brazil,"Finger Food | Bakery, cakes & desserts | Halal and kosher food | Sugar-free Products | Snacks | Private label | Free-from products | Crackers | Baked Goods | Cakes / Dessert | Healthy snacks",https://www.grupomarilan.com.br/,"26-9, South Hall 4",,,,
Marin Montejano Group,Spain,"Iced Tea | Spreads, honey & jams | Juices & Nectars",https://mocitos.es,"14-14, South Hall 2",,,,
Marina Commodities Inc,Canada,Sorghum | Wheat | Barley | Pulses/ grains / cereals / flours | Pulses,https://marinacommodities.com/,"N9-B9, North Hall 9",,,,
"MARINER GROUP CO., LTD",Thailand,"Halal and kosher food | Ready-to-Eat | Fortified foods & health products | Meat, poultry & seafood | Fish | Snacks | Audit | Professional services | Free-from products | Fortified & Functional Products | Health & Wellness Products | Specialty food | Fat-free Products | Healthy snacks | Trademark",https://www.chaolay.co.th/,"N1-K28, North Hall 1",,,,
MARINO FOOD PRODUCTS PVT LTD,India,"Savoury snacks | Gluten-free Baked Goods | Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Fortified foods & health products | Sugar-free Products | Instant Noodles | Savoury Baked Products | Oats | Pulses/ grains / cereals / flours | Snacks | Salty Snacks | Value-Added Food | Dry goods | Private label | Crisp Bread | Free-from products | Fortified & Functional Products | Health & Wellness Products | Gourmet & Fine Food | Crackers | Specialty food | Vegetable snacks | Baked Goods | Healthy snacks | Organic products",https://www.marino.co.in,"N1-E102, North Hall 1",,,,
Mariposa Dairy,Canada,Private label | Cheese,https://mariposadairy.ca/,"R-F33, Shk Rashid Hall",,,,
Maristella S.r.l,Italy,"Private label | Bakery, cakes & desserts | Baked Goods | Halal and kosher food | Free-from products | Vegan / Vegetarian Products | Lactose-free Products | Fortified & Functional Products | Fortified foods & health products",https://www.pasticceriamaristella.it,"19-20, South Hall 3",,,,
Marka Uditogyar Kft,Hungary,Energy Drinks | Iced Tea | Tea | Carbonated Soft Drinks | Non-alcoholic Beverages | Flavoured Water | Juices & Nectars,https://www.markaudito.hu,"4-13, South Hall 1",,,,
Market Reach International Resources Corp,Philippines,Dry goods | Canned Products | Instant Soups | Spices & Seasonings | Pasta | Dried Fruits | Instant Noodles,https://marketreach.global/,"N2-D23, North Hall 2",,,,
Marketing Organization for Farmers,Thailand,Dry goods | Government/associations | Frozen food | Frozen Fruit & Vegetables | Dried Fruits | Chilled & fresh food | Fresh Fruits & Vegetables,https://www.mof.or.th/,"GG-270, North Hall 12",,,,
MARMITON AS,Estonia,"Bakery, cakes & desserts | Baked Goods",https://www.marmiton.ee,"23-73, South Hall 4",,,,
Maroli Gida San Ve Dis Tic. A.S,Türkiye,Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Sugar-free Products | Canned Products | Fresh Fruits & Vegetables | Dry goods | Nut-free Products | Private label | Free-from products | Olive Oil | Dairy-free Products | Specialty food | Vegetable & animal oils & fats | Gluten-Free Products | Lactose-free Products | Chilled & fresh food | Ethnic Food,https://www.marolives.com/,"55-97, South Hall 10",,,,
