Company,Country,City,Category,Fair,Website,Email,Email_Status,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes
Northwest Hazelnut Co,United States of America,Hubbard,,IFT FIRST Expo 2026,https://hazelnuts.com/,,not_found,+15039828030,,,https://www.facebook.com/tr,South Building — 4464,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01154993,
NP Nutra,United States,Gardena,,IFT FIRST Expo 2026,https://npnutra.com,inquiries@npnutra.com,generic,+1 310 694-3031,https://www.linkedin.com/company/np-nutra,,https://www.facebook.com/npnutra,South Building — 1260 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00808743,
Nu Life Market LLC,United States,Scott City,,IFT FIRST Expo 2026,https://www.nulifemarket.com,,not_found,866-962-5236,https://www.linkedin.com/company/nu-life-market-llc,,https://www.facebook.com/NuLifeMarket,South Building — 3911,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00688395,
"NuCicer, Inc.",United States of America,Davis,,IFT FIRST Expo 2026,https://nucicer.com/,,not_found,,https://www.linkedin.com/company/nucicer,,,South Building — ST82 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01221529,
NuLiv Science USA Inc.,United States of America,Brea,,IFT FIRST Expo 2026,http://www.nulivscience.com,,not_found,9095943188,https://www.linkedin.com/company/nuliv-science,https://instagram.com/nulivscience,https://facebook.com/nulivscience,South Building — 4463,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01136441,
NURA USA,United States of America,Irvine,,IFT FIRST Expo 2026,https://nurausa.com/,contact@nurausa.com,generic,949-946-5700,https://www.linkedin.com/company/nura-usa,https://www.instagram.com/nurausa,https://www.facebook.com/nurausa,South Building — 1649 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01207259,
Nuritas,Ireland,Dublin,,IFT FIRST Expo 2026,http://www.nuritas.com,group-707@2x.png,named,+353 1 430 1290,https://www.linkedin.com/company/nuritas,https://www.instagram.com/nuritasresearch,,South Building — 869,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266265,
Nurtured Nuts Company,United States of America,Minneapolis,,IFT FIRST Expo 2026,https://NurturedNuts.com,bryant@nurturednuts.com,named,+1 507 441-0811,https://www.linkedin.com/company/hardcore-peanut-butter-spread-co,https://www.instagram.com/hardcorepb_,https://www.facebook.com/hardcorepb,South Building — ST69 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274346,
Nutkao USA Inc.,United States of America,Battleboro,,IFT FIRST Expo 2026,https://www.nutkaousa.com/,sales@nutkao.com,generic,,,,,South Building — 4717,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00806658,
Nutlicious,United States of America,Sandpoint,,IFT FIRST Expo 2026,https://nutlicious.com/,hello@nutlicious.com,generic,+12086274992,https://www.linkedin.com/company/nutlicious-hazelnut-spreads,https://www.instagram.com/nutliciousbrand,https://www.facebook.com/NutliciousHazelnutSpreads,South Building — 4465,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240179,
"Nutra Food Ingredients, LLC",United States,Kentwood,,IFT FIRST Expo 2026,https://www.nutrafoodingredients.com,sales@nutrafoodingredients.com,generic,+1 616-656-9928,,,,South Building — 858,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00136892,
Nutra-Agri Ingredients,United States of America,Las Vegas,,IFT FIRST Expo 2026,https://www.nutra-agri.com/,,not_found,7253109234,,,,South Building — 1265 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01244171,
Nutraberry,United States of America,Kenmore,,IFT FIRST Expo 2026,https://messagerie.orange.fr/,,not_found,4255779020,https://www.linkedin.com/company/nutraberry,,,South Building — ST29 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01209087,
Nutramont Inc,China,Wuxi,,IFT FIRST Expo 2026,http://www.runloy.com,,not_found,2021-06-01,,,,South Building — 3544,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01107398,
Nutriart s.e.c,Canada,Quebec,,IFT FIRST Expo 2026,http://www.nutriart.ca,andree.bouchard@nutriart.ca,named,2018 / 08 / 10,https://www.linkedin.com/company/nutriart-inc,,,South Building — 2176,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00704837,
Nutrin Distribution Co,United States,Washington,,IFT FIRST Expo 2026,https://www.nutrin.com/,sales@nutrin.com,generic,+1 202 588 7367,,,,South Building — 1871,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00075889,
NXW Nutrition from Water,Portugal,Faro,,IFT FIRST Expo 2026,https://www.nutritionfromwater.com,user@domain.com,named,,"https://www.linkedin.com/company/nutritionfromwater/""",https://www.instagram.com/nutritionfromwater,http://www.facebook.com/2008/fbml,South Building — ST26 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275624,
Nyle Dehydrators,United States of America,Brewer,,IFT FIRST Expo 2026,https://www.nyledehydrators.com/,,not_found,+1 207 989-4335,https://www.linkedin.com/company/nyle-dehydrators/posts,https://www.instagram.com/nyledehydrators,https://www.facebook.com/NyleDehydrators,South Building — 2271,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01181060,
Ocean's Balance,United States of America,Biddeford,,IFT FIRST Expo 2026,https://oceansbalance.com/,oceans-balance-2023-300_1c17abd4-9d75-4cc0-ab93-b7b2d05c912c_115x@2x.png,named,9173195887,,,,South Building — 3708,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01087672,
ofi (Olam Food Ingredients),United States of America,Chicago,,IFT FIRST Expo 2026,http://ofi.com,mailtomedia@ofi.com,named,+65 6329 0800,https://www.linkedin.com/company/ofi-group\,,,South Building — 1808,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00084158,
"OKAWARA MFG. CO., LTD.",Japan,Shizuoka,,IFT FIRST Expo 2026,http://www.okawara-mfg.com/english/corporate/companyabout/,,not_found,5743-7461,https://www.linkedin.com/company/okawara-mfg-co-ltd,https://www.instagram.com/okawara_shizuoka,,South Building — 3253 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272820,
Omnia Nisasta,Turkey,Adana,,IFT FIRST Expo 2026,https://www.omnianisasta.com.tr,info@omnianisasta.com.tr,generic,+40 21 527 0300,,,,South Building — 2242,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00920737,
OMVE LAB & Pilot Equipment,Netherlands,De Meern,,IFT FIRST Expo 2026,https://omve.com/,,not_found,+1 416 986 8442,https://www.linkedin.com/company/omve,,,South Building — 3632,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00132292,
Omya,United States of America,Long Beach,,IFT FIRST Expo 2026,https://www.omyanutrition.us,,not_found,5629613333,https://www.linkedin.com/showcase/omya-consumer-goods,,,South Building — 1907,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00071335,
Once Again Nut Butter,United States,Nunda,,IFT FIRST Expo 2026,http://www.onceagain.com,logo-anim_200x@2x.gif,named,1(612)413-1454,,,,South Building — 1449 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00240645,
Onego Bio,United States of America,San Diego,,IFT FIRST Expo 2026,http://www.test.com,,not_found,,,,,South Building — ST60 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01244169,
Onion Solutions,United States of America,Hollywood,,IFT FIRST Expo 2026,https://www.onionusa.com/,info@onionusa.com,generic,+1 754 256 1195,,,,South Building — 1376,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01236102,
Onset Worldwide,United States of America,Frenchtown,,IFT FIRST Expo 2026,https://www.onsetworldwide.com,,not_found,908-777-5151,https://www.linkedin.com/company/onset-worldwide,,,South Building — 1277,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01239586,
ONWO Canada Ltd,Canada,Burnaby,,IFT FIRST Expo 2026,https://www.onwo.trade/en,abhishek.pathak@onwo.trade,named,https://wa.me/+919611490899,https://www.linkedin.com/company/onwo,https://www.instagram.com/onwotrade,,South Building — ST14 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276656,
Onza Corp,United States of America,Denver,,IFT FIRST Expo 2026,http://www.onzacorp.com,contact@sansoxygen.com,generic,,,,,South Building — ST30 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275195,
ORCHID EXIM (INDIA) PVT. LTD,India,Ahmedabad,,IFT FIRST Expo 2026,https://orchidexim.com/,info@orchidexim.com,generic,+91 982 502 0224,https://in.linkedin.com/company/orchidexim,,,South Building — 1821,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274936,
Oskaloosa Food Products,United States,Oskaloosa,,IFT FIRST Expo 2026,http://www.oskyfoods.com,info@oskyfoods.com,generic,1(641)676-7500,,,,South Building — 121,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004984,
Oterra,United States,Mount Pleasant,,IFT FIRST Expo 2026,https://oterra.com/,info@oterra.com,generic,+45 35 15 56 00,https://www.linkedin.com/company/oterra,,,South Building — MR 3188,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002867,
OurRecords Inc,United States of America,Plano,,IFT FIRST Expo 2026,https://ourrecords.com/,sales@ourrecords.com,generic,877-300-2497,https://www.linkedin.com/company/ourrecords,,https://www.facebook.com/OurRecords.1022645937763513,South Building — 104 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01162969,
Out of Mexico,United States of America,San Diego,,IFT FIRST Expo 2026,https://www.outofmex.com,info@outofmex.com,generic,619 713-7400,,,https://www.facebook.com/outofmexico,South Building — 1918,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00958827,
Ovitage Inc,New Zealand,Christchurch,,IFT FIRST Expo 2026,http://www.tertiaryextracts.com,hello@tertiaryextracts.com,generic,,https://www.linkedin.com/company/tertiary-extracts-otautahi,https://www.instagram.com/evereewomen,http://www.facebook.com/2008/fbml,South Building — ST66 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274648,
Pacific Basin Partnership Inc.,Vietnam,"Tu Son City, Bac Ninh Province",,IFT FIRST Expo 2026,https://pbpspice.com,sales@pbpspice.com,generic,+84 243 878 4284,,,,South Building — 4737,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01227942,
Pacific Spice Co Inc,United States,Commerce,,IFT FIRST Expo 2026,https://www.pacificspice.com,,not_found,323.726.9190,https://www.linkedin.com/company/pacific-spice-co,https://www.instagram.com/pacificspice,https://www.facebook.com/Pacspice,South Building — 1921,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00098684,
Palmera Dates Agriculture & Trading LLC,Jordan,AMMAN,,IFT FIRST Expo 2026,http://www.palmera-dates.com,sales@palmera-dates.com,generic,+962 78 1212135,https://www.linkedin.com/company/palmeradates,https://www.instagram.com/palmeradatesjo,https://facebook.com/palmeradatesjo,South Building — 1782,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274045,
Panasource Ingredients,United States of America,Edison,,IFT FIRST Expo 2026,https://www.panasourceusa.com/,info@panasourceusa.com,generic,732-512-0886,https://www.linkedin.com/company/panasource-ingredients-inc/posts,,,South Building — 3453,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00653794,
Paradise,United States,Louisville,,IFT FIRST Expo 2026,https://paradisetomato.com/,,not_found,502-637-1700,https://www.linkedin.com/company/paradise-tomato-kitchens-inc.,,https://www.facebook.com/ParadiseTomato,South Building — 4146,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016264,
Paradise Fruits North America Inc.,United States,Norwood,,IFT FIRST Expo 2026,https://www.paradisefruits.com,info@paradisefruits.com,generic,+49 4148 615 111,https://de.linkedin.com/company/paradise-fruits,,https://www.facebook.com/paradisefruitsfreezedried,South Building — 3405,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016149,
Pardes Quick Foods and Dehydration pvt ltd.,India,Rajkot,,IFT FIRST Expo 2026,https://pardesquick.com/,harsh@pardesdehydration.com,named,https://wa.me/+919825049026,https://www.linkedin.com/in/harsh-parekh-199ba828,,,South Building — 4636,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00133719,
Parker Food Group,United States of America,Fort Worth,,IFT FIRST Expo 2026,http://www.parkerfoodgroup.com,info@parkerfoodgroup.com,generic,817 336-7441,https://www.linkedin.com/company/parker-food-group,https://www.instagram.com/parkerfoodgroup,http://www.facebook.com/2008/fbml,South Building — 2379,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016725,
Parker Freeze Dry,United States of America,Beresford,,IFT FIRST Expo 2026,https://parkerfreezedry.com/,info@parkerfreezedry.com,generic,6059105843,https://www.linkedin.com/company/parkerfreezedry,https://www.instagram.com/parkerfreezedry,https://www.facebook.com/people/Parker-Freeze-Dry-a-Division-of-ProForm-Fabrication-LLC/100067950639293,South Building — 3155 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245378,[generic]
PB2 Foods,United States of America,Tifton,,IFT FIRST Expo 2026,https://pb2foods.com/,,not_found,229-387-7238,https://www.linkedin.com/company/pb2foods/posts,,,South Building — 2679,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01242953,
"Pear Foods, LLC",United States of America,Inman,,IFT FIRST Expo 2026,https://www.pearfoods.com/,hello@pearfoods.com,generic,,https://www.linkedin.com/company/pearfoods,,,South Building — ST76 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274049,
Perfetto Naturals Private Limited,India,Panamaram,,IFT FIRST Expo 2026,http://www.perfettonaturals.com,info@perfettonaturals.com,generic,+91-8113021115,https://www.linkedin.com/company/perfetto-naturals-pvt-ltd,https://instagram.com/perfetto_naturals,https://www.facebook.com/NaturalswithPerfetto,South Building — 4069,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01268723,
Perfumes Sodexim,Mexico,Naucalpan,,IFT FIRST Expo 2026,https://www.sodexim.com.mx/en,ventas@sodexim.com.mx,named,55 4777-5900,https://www.linkedin.com/company/perfumes-sodexim-s.a.-de-c.v./about,https://www.instagram.com/sodeximpulpassaboresyperfumes,https://www.facebook.com/SodeximPulpasSaboresyPerfumes,South Building — 2814,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01178358,
"Perten, a PerkinElmer Company",United States,Shelton,,IFT FIRST Expo 2026,https://www.perten.com,,not_found,1998 - 2026,https://www.linkedin.com/showcase/perkinelmer-food-safety-and-quality,https://www.instagram.com/perkinelmer,https://www.facebook.com/PerkinElmer,South Building — 1710,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00005132,
Phytolon,Israel,Yokne'am Illit,,IFT FIRST Expo 2026,http://www.phytolon.com,info@phytolon.com,generic,+972.733.266.744,https://www.linkedin.com/company/phytolon,,,South Building — 1822,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01214916,
Pizzey Ingredients,Canada,Russell,,IFT FIRST Expo 2026,https://pizzeyingredients.com/,,not_found,204-773-3532,,,,South Building — 4057,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00767256,
Plantible,United States of America,Vista,,IFT FIRST Expo 2026,https://www.zhihu.com/,2d8d764432cc4f6fb3bc78ab9528299d@crash2.zhihu.com,named,,,,,South Building — ST88 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01162587,
Planture Inc.,United States of America,Chicago,,IFT FIRST Expo 2026,https://planture.com/,info@planture.com,generic,+31 20 20 90 470,https://www.linkedin.com/company/planture-group,,,South Building — ST74 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263595,
PLT Health Solutions,United States,Morristown,,IFT FIRST Expo 2026,http://www.plthealth.com,,not_found,973.984.0900,http://www.linkedin.com/company/plthealth,https://www.instagram.com/plthealthsolutions,http://www.facebook.com/plthealth,South Building — 3042,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00006489,
Pocantico Resources Inc,United States,Tarrytown,,IFT FIRST Expo 2026,https://www.pocanticoresources.com,,not_found,9146313545,,,,South Building — 3760,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00141049,
