Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score
Trio Bakery Inc,Canada,Mississauga,,Summer Fancy Food Show 2026,https://www.triobakery.ca/,info@triobakery.ca,(416) 782-0306,,,Level 1 — 5063 — Canada,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=344065,,,,,,,,,partial,2
Tropical Green Organics LLC,United States,Sterling,,Summer Fancy Food Show 2026,https://www.tropicalgreenorganics.com,info@tropicalgreenorganics.com,+17039570205,,,Level 1 — 6236 — Virginia,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=124275,,https://www.facebook.com/tropicalgreenorganics,,,,,,,partial,2
TruCrumb,United States,Austin,,Summer Fancy Food Show 2026,https://trucrumb.com/,,+12014067357,,,Level 1 — 4921A — Naturally Network,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=338127,,,,,,,,,partial,1
True Ceylonese LLC,United States,Lyndhurst,,Summer Fancy Food Show 2026,https://www.trueceylonese.com,rushdhun@trueceylonese.com,+19292168104,,,Level 1 — 3425,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=336676,,,,,,,,,partial,2
True Honey Teas,United States,Lorton,,Summer Fancy Food Show 2026,http://truehoneyteas.com,,703-495-4142,,,Level 1 — 5727 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=305328,,,,,,,,,partial,1
True Levant Foods LLC,United States,St. Petersburg,,Summer Fancy Food Show 2026,https://www.truelevantfoods.com/,,+16026427674,,,Level 1 — 4111,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341986,,,,,,,,,partial,1
True North Granola,United States,Brattleboro,,Summer Fancy Food Show 2026,https://www.truenorthgranola.com,,802-254-5806,,https://www.instagram.com/truenorthgranola,Level 1 — 6335A — Vermont,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=268991,,https://www.facebook.com/truenorthgranola,,,,,,,partial,1
TrufflEat,Italy,Riano,,Summer Fancy Food Show 2026,https://truffleat.it/,,+39 3515111273,,,Level 3 — 3030 — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=320907,,,,,,,,,partial,1
TRUFFUS,France,MONTAUBAN,,Summer Fancy Food Show 2026,https://www.truffeshenras.com,,+33 6 70 43 16 70,,,Level 3 — 832A — France,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=316347,,,,,,,,,partial,1
"TSAN YU YEN FOOD CO., LTD","Taiwan, Province of China","Dajia Dist., Taichung City",,Summer Fancy Food Show 2026,https://www.homebake.com.tw/,service@homebake.com.tw,+886426820613,,,Level 1 — 5543,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=343541,,https://www.facebook.com/plugins/page.php,,,,,,,partial,2
Tsar Nicoulai,United States,Concord,,Summer Fancy Food Show 2026,http://www.tsarnicoulai.com/,,+19253494000,,,Level 1 — 5329,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=31036,,,,,,,,,partial,1
Tuff Pops,United States,Provo,,Summer Fancy Food Show 2026,https://tuffpops.com/,,+18183847484,,,River Pavilion — 7018B — Debut District,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347366,,,,,,,,,partial,1
Tuffy Stone BBQ Provisions,United States,Henrico,,Summer Fancy Food Show 2026,https://tuffystone.com/,,+18044261241,,,Level 3 — 2874,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347683,,,,,,,,,partial,1
TULIP INTERNATIONAL INC.,South Korea,Yecheon-gun,,Summer Fancy Food Show 2026,https://www.tulipint.com/,info@tulipint.com,010-3686-9247,,https://www.instagram.com/t_best2580,Level 1 — 5620 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=35611,,http://www.facebook.com/wix,,,,,,,partial,2
"Tulip Tree Creamery, LLC",United States,Indianapolis,,Summer Fancy Food Show 2026,https://www.tuliptreecreamery.com/,,317-399-8086 2,,,Level 1 — 6350 — Indiana,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=338204,,,,,,,,,partial,1
Turchetti's Meats,United States,Indianapolis,,Summer Fancy Food Show 2026,https://www.turchettis.com/,,+114632194975,,,Level 3 — 555 — Deli Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=338629,,,,,,,,,partial,1
Turen Stone Corp,United States,Charlotte,,Summer Fancy Food Show 2026,http://turenstone.com/,info@turenstone.com,203-274-0770,,,Level 3 — 2845,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=301074,,,,,,,,,partial,2
Turkish Food Exporters,Turkey,Gaziantep,,Summer Fancy Food Show 2026,https://www.tgi.org.tr/,,+1903422110500,https://www.linkedin.com/company/turkiyegidaihracatcilari,https://www.instagram.com/tgi_sk,Level 1 — 4835 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=342112,,,,,,,,,partial,1
Tutor Intelligence Inc,United States,Watertown,,Summer Fancy Food Show 2026,https://tutorintelligence.com/,,+19788184360,https://www.linkedin.com/company/tutorintelligence,,Level 3 — 681,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=344320,,https://www.facebook.com/tr,,,,,,,partial,1
TUTOSNACK S.A.,Ecuador,Quito,,Summer Fancy Food Show 2026,https://www.tutosnack.com/,exportaciones@tutosnack.com,593997474611,https://www.linkedin.com/company/tutosnack-sa,https://www.instagram.com/chiflarsnacks,Level 3 — 322B — Ecuador,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348911,,https://www.facebook.com/chiflarsnacks,,,,,,,partial,2
Tuyyo Foods,United States,Chicago,,Summer Fancy Food Show 2026,https://tuyyofoods.com/,,3127180577,,,River Pavilion — 7014A — Debut District,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347648,,,,,,,,,partial,1
"Twinings North America, Inc.",United States,Rutherford,,Summer Fancy Food Show 2026,http://www.twiningsusa.com,,(551) 301-5884,,,Level 1 — 5634,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1142,,,,,,,,,partial,1
Two River Gourmet Mushrooms LLC,United States,Millstone,,Summer Fancy Food Show 2026,https://www.tworivermushroom.com/,,732-216-1859,,,Level 1 — 3606,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=314280,,,,,,,,,partial,1
"Two Rivers Coffee, LLC",United States,South Plainfield,,Summer Fancy Food Show 2026,https://tworiversco.com,help@i03.b94.myftpupload.com,(908) 205-0018,,,Level 1 — 5513 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=112479,,,,,,,,,partial,2
Two Ugly Mugs Gourmet Salsa,United States,Pittsburgh,,Summer Fancy Food Show 2026,https://twouglymugs.com/,,412-848-3118,,,Level 1 — 6447 — Pennsylvania,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=335398,,,,,,,,,partial,1
UCS Group- Unit Cold Storage,United States,Short Hills,,Summer Fancy Food Show 2026,https://unitcold.com/,info@unitcold.com,973-440-2585,,,Level 3 — 2483,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341306,,,,,,,,,partial,2
UGS URLA GIDA (UGS OLIVES),Turkey,İZMİR,,Summer Fancy Food Show 2026,https://www.ugsolives.com/,info@ugsolives.com,(90) 232-799 00 85,,,Level 3 — 1800 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=117882,,,,,,,,,partial,2
ukka Inc.,Japan,Shibuya-ku,,Summer Fancy Food Show 2026,https://corp.ukka.green/,,+817014620584,,,Level 3 — 419 — Japan,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=323644,,,,,,,,,partial,1
Umami Insider,United States,New York,,Summer Fancy Food Show 2026,https://umami-insider.com/,,+13479758450,,,Level 1 — 5810 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=301513,,,,,,,,,partial,1
Umikah,United States,Yonkers,,Summer Fancy Food Show 2026,http://www.umikah.com,,9178042418,,,River Pavilion — 7030B — Debut District,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=190356,,,,,,,,,partial,1
Uncle Eddie's Touch of Sauce LLC,United States,South Amboy,,Summer Fancy Food Show 2026,https://touchofsaucebbq.com/,impallari@gmail.com,+19175960878,,https://www.instagram.com/Touchofsaucebbq,River Pavilion — 7033A — Debut District,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347393,,https://www.facebook.com/TouchofSauceBBQ,,,,,,,partial,1
Uncle Matt's Organic,United States,Clermont,,Summer Fancy Food Show 2026,https://www.unclematts.com,social@unclematts.com,+13523948737,,https://www.instagram.com/unclemattsorganic,Level 1 — 5816,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=343868,,https://www.facebook.com/tr,,,,,,,partial,2
UNDA LTD,Latvia,Engure,,Summer Fancy Food Show 2026,https://www.diplomats.fish/,info@unda.lv,+37163181117,https://www.linkedin.com/company/unda-sia,https://www.instagram.com/diplomats.fish,Level 1 — 5921,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=345124,,https://www.facebook.com/unda.latvia,,,,,,,partial,2
UNIBRANDS ITALIA srl,Italy,ALTAMURA,,Summer Fancy Food Show 2026,https://www.novoforno.com,,00390802143048,,,Level 3 — 2508A — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341655,,,,,,,,,partial,1
"UNIONE CO., LTD.",South Korea,GYEONGGI-DO,,Summer Fancy Food Show 2026,https://unionekr.com/,,+82 010-8336-2872,,,Level 3 — 615 — Korea,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348390,,,,,,,,,partial,1
United for Concentrates Industry,Egypt,Cairo,,Summer Fancy Food Show 2026,http://www.ufieg.com,info@ufieg.com,+201227270697,,https://www.instagram.com/rosso.egy,Level 3 — 305 — Egypt,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348430,,https://www.facebook.com/rossoegy,,,,,,,partial,2
United Olive Oil Import Corp,United States,New York,,Summer Fancy Food Show 2026,http://www.unitedoliveoil.com/,info@unitedoliveoil.com,212-346-0942,,https://www.instagram.com/partannafoods,Level 3 — 2664,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=101496,,https://www.facebook.com/UnitedOliveOil,,,,,,,partial,2
United Snacks LLC.,United States,Pine Brook,,Summer Fancy Food Show 2026,https://matefruitbar.com/,,8456334148,,,Level 1 — 4620,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=335935,,,,,,,,,partial,1
Universal industries company (Zalloum Group),Jordan,Amman,,Summer Fancy Food Show 2026,https://www.zalloumgroup.com/,,+962 7 9555 4927,,,Level 3 — 1527 — Jordan,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=343085,,,,,,,,,partial,1
UNIVERSAL MARKETING SRL,Italy,Roma,,Summer Fancy Food Show 2026,https://www.universalmarketing.it/,universal@universalmarketing.it,39 0 640802404,,,Level 3 — 2400 — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=131012,,,,,,,,,partial,2
Universal Yums,United States,Roseland,,Summer Fancy Food Show 2026,https://www.universalyums.com,support@universalyums.com,9732877393,,https://instagram.com/universalyums,Level 3 — 3074,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=310641,,https://www.facebook.com/tr,,,,,,,partial,2
University of Gastronomic Sciences of Pollenzo,Italy,Pollenzo,,Summer Fancy Food Show 2026,https://www.unisg.it,info@unisg.it,39 3389476328,,https://instagram.com/unisg_official,Level 3 — 3320B — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=335579,,https://www.facebook.com/UNISG.University.of.Gastronomic.Sciences,,,,,,,partial,2
UNO GROUP GIDA INS. SANAYI VE TIC. LTD STI,Turkey,İSTANBUL,,Summer Fancy Food Show 2026,http://www.sekerdunyasi.com.tr/,info@sekerdunyasi.com.tr,https://wa.me/905412764324,,,Level 1 — 4859 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=342109,,,,,,,,,partial,2
Unrefined Foods Company,United States,Amesbury,,Summer Fancy Food Show 2026,https://unrefinedfoods.com/,,+15089654875,,,Level 1 — 4917B — Naturally Network,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347921,,,,,,,,,partial,1
UPSTATE STOCK,United States,Brooklyn,,Summer Fancy Food Show 2026,https://www.upstatestock.com,,+113473303002,,,Level 1 — 5626 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=346609,,,,,,,,,partial,1
Urbani Tartufi S.R.L.,United States,New York,,Summer Fancy Food Show 2026,http://www.urbani.com,,+12122478800,,,Level 3 — 2964,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=105453,,,,,,,,,partial,1
Urfarm Süt ve Süt Ürünleri Gıda Sanayi ve Ticaret Limited Şirketi,Turkey,Sanliurfa,,Summer Fancy Food Show 2026,https://urfarm.com.tr/,,https://wa.me/905303270292,https://www.linkedin.com/company/urfarm-sut-ve-sut-urunleri,https://www.instagram.com/urfarmonline,Level 3 — 449 — Deli Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=344181,,https://www.facebook.com/tr,,,,,,,partial,1
"US Durum Products, LTD",United States,Lancaster,,Summer Fancy Food Show 2026,http://usdurum.com,,717-293-8698,,,Level 3 — 2956,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=134429,,,,,,,,,partial,1
Usibras,Brazil,Aquiraz,,Summer Fancy Food Show 2026,https://usibras.com,sac@dunorte.com,+55 85 4006.8900,https://www.linkedin.com/company/usibras,https://www.instagram.com/usibrasalimentos,Level 3 — 233B — Brazil,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=317177,,,,,,,,,partial,2
V & F S.A.C.,Peru,LAMBAYEQUE,,Summer Fancy Food Show 2026,https://www.vfsac.com/,,7875039133,,,Level 1 — 5377 — Peru,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=335921,,,,,,,,,partial,1
Vadilal Industries USA Inc.,United States,Bristol,,Summer Fancy Food Show 2026,https://www.vadilalworld.com/,,973-931-4124,,,Level 1 — 5654,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=318988,,,,,,,,,partial,1
Valentino USA Inc.,United States,Little Falls,,Summer Fancy Food Show 2026,http://www.valentino-usa.com,,732-203-1717,,,Level 3 — 3154,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=104091,,,,,,,,,partial,1
VALGOSA,Spain,Hospitalet de Llobregat,,Summer Fancy Food Show 2026,http://www.valgosa.com,info@valgosa.com,932120422,,,Level 3 — 2206 — Spain,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348671,,,,,,,,,partial,2
Valley Malt LLC,United States,Holyoke,,Summer Fancy Food Show 2026,https://coastalqueenmilling.com/,,+16175196950,,https://www.instagram.com/coastalqueenmilling,River Pavilion — 7427 — Good Food Mercantile (Sunday Only),https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347626,,https://www.facebook.com/valleymalt,,,,,,,partial,1
valley shepherd LLC,United States,Long Valley,,Summer Fancy Food Show 2026,http://www.simplysheep.com,info@simplysheep.com,+19088763200,,https://www.instagram.com/simplysheepyog,Level 3 — 950,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=157218,,,,,,,,,partial,2
Valrhona Selection,United States,Brooklyn,,Summer Fancy Food Show 2026,https://www.valrhona.us/,info-us@valrhona.com,3478313867,https://www.linkedin.com/company/valrhona,https://www.instagram.com/valrhonausa,Level 3 — 727 — France,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10810,,https://www.facebook.com/ValrhonaUSA,,,,,,,partial,2
Vamvalis Foods Sa,Greece,Thessaloniki,,Summer Fancy Food Show 2026,https://www.vamvalifoods.com,,0302310755246,,,Level 3 — 2119 — Greece,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=317190,,,,,,,,,partial,1
Vando Naturals,United States,Brooklyn,,Summer Fancy Food Show 2026,https://www.vandonaturals.com/,info@vandonaturals.com,7189757510,https://www.linkedin.com/company/vandonaturals,,Level 3 — 869,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=301293,,https://www.facebook.com/vandonaturals,,,,,,,partial,2
VANILLA MOLINA,Mexico,Zapopan,,Summer Fancy Food Show 2026,https://molinavanilla.com/,,+12816641195,,https://instagram.com/molinavanilla,Level 3 — 2477,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341553,,https://www.facebook.com/VainillaMolinaUSA,,,,,,,partial,1
Varah Gourmet,United States,San Ramon,,Summer Fancy Food Show 2026,https://varahgourmet.com,,+16504438789,,,Level 1 — 4214 — The Jazba Collective,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341168,,,,,,,,,partial,1
"Vasco International Co., Ltd.",Japan,Shinagawa-ku,,Summer Fancy Food Show 2026,https://vasco-international.co.jp,info@vasco-international.co.jp,+81-3-5904-8934,,,Level 3 — 432 — Japan,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347891,,https://www.facebook.com/vascointernational,,,,,,,partial,2
veggie express import,United States,Phoenix,,Summer Fancy Food Show 2026,https://www.veggieexpressusa.com/,user@domain.com,+16269913555,,http://instagram.com/squarespace,Level 3 — 171,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347991,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
VEGPRENEUR,United States,New York,,Summer Fancy Food Show 2026,https://www.vegpreneur.org,hello@vegpreneur.org,9149537666,,https://instagram.com/vegpreneur,Level 1 — 4406A — Vegpreneur,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=308004,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
Venchi Italia 1878,Italy,Milano,,Summer Fancy Food Show 2026,http://www.venchi.com/,,+16469457938,,,Level 1 — 5033 — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=130948,,,,,,,,,partial,1
Venus Brands,United States,Hingham,,Summer Fancy Food Show 2026,https://www.venuswafers.com/,,(781) 740-1002,,https://www.instagram.com/venuswafers,Level 3 — 1760,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1445,,https://www.facebook.com/VenusWafers,,,,,,,partial,1
Verde Esmeralda Inc,United States,Acton,,Summer Fancy Food Show 2026,https://www.verdesmeraldaolive.com/,,7246480767,https://www.linkedin.com/company/verdeesmeraldaolive,https://www.instagram.com/verdesmeraldaolive,Level 3 — 1454,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=308242,,https://www.facebook.com/verdesmeraldaolive,,,,,,,partial,1
Verde Yag Besin Mad. San. Ve Tic.A.S.,Turkey,İZMİR,,Summer Fancy Food Show 2026,https://www.olioverde.com.tr/,,+90 232 8662810,,https://www.instagram.com/verdezeytinyagi,Level 3 — 1813 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=317506,,https://www.facebook.com/verdezeytinyagi,,,,,,,partial,1
Vergani Secondo SpA,Italy,Cremona,,Summer Fancy Food Show 2026,https://www.vergani.it,,00390372434331,,https://www.instagram.com/verganispa,Level 3 — 3223 — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=316302,,https://www.facebook.com/pages/Vergani-dolci-per-tradizione/193968194026735,,,,,,,partial,1
