name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,pinterest,wechat,weibo,whatsapp,logo,last_approval
"Natures Legacy Eximport, Inc.",natures-legacy-eximport-inc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/natures-legacy-eximport-inc.html,Philippines,,Mandaue City,6014,P. Remedio Street Banilad No. 77 Cvd Compound,P. Remedio Street Banilad,+63 919 061 8590,+63 917 620 4138,junar@natureslegacy.com,https://www.natureslegacy.com,,"Nature's Legacy introduces a new way of living with nature, inspired by nature. Promoting the harmony between nature and...",10.4,H10.4-C51,,Ethical Style by Ambiente,Table & Table Select,,,Sustainable/Circular; Home Lifestyle and Gift; Material Innovation; Eco Product; B Corp,,,https://www.facebook.com/NaturesLegacyEximport,https://www.instagram.com/natureslegacyinc/,,,,,,,,,,2025-11-25T03:47:50
NATUZZ OHME PTE. LTD.,natuzz-ohme-pte-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/natuzz-ohme-pte-ltd.html,Singapore,,Singapore,169208,#13-07 Cendex Centre 120 Lower Delta Road,#13-07 Cendex Centre,+65 6274 1718,,xan@natuzzohme.com,https://www.natuzzohme.com,,Natuzz Ohme is a furniture design brand with a global vision: To pioneer and lead in infusing design with natural elements...,10.3,H10.3-F65,,,Interior Design,,,Design; Indonesia Handcraft; Organic; Sustainable; Wooden,,,https://www.facebook.com/natuzzohme,https://www.instagram.com/natuzzohme/,,,,,,,,,,2025-10-22T14:20:49
NAVA S.A.,vlachos-bros-sa,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/vlachos-bros-sa.html,Greece,,"Diabata, Ionia",57008,Old National Road Thessaloniki - Kilkis (12th km) P.O. 380,,+30 231 700 7177,+30 231 078 4899,exports@navaideas.com,https://www.navaideas.com,,"NAVA has come a long way since its foundation in 1972, by focusing on meeting high standards in its product quality and customer...",9.0,H9.0-E50,,,Cook & Cut,,,Cookware; Bakeware; Kitchen utensils; Kitchen organisation; Dining Products,,,https://www.facebook.com/NavaIdeasCom,https://www.instagram.com/navaideascom/,https://www.linkedin.com/company/navaideas,,,,,,,,,2025-12-10T11:47:19
Navigator Holding Limited,navigator-holding-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/navigator-holding-limited.html,Hong Kong,,Tsuen Wan,,"Flat E&H, 6/F, Golden Bear Industrial Centre, 66-82 Chai Wan Lok Street","Flat E&H, 6/F, Golden Bear Industrial Centre,",+852 2566 0098,+852 2512 2652,sales@navigator.com.hk,https://www.navigatorhomewares.com,,"In the year of 1994, Navigator Group was founded in Hong Kong. We are an expert in glassware and have been producing and...",11.1; 9.1,H11.1-F61A; H9.1-F81,,,Table & Table Select,,,Glass bakeware; Borosilicate; Glass Jar; Glass Canister; Glass Storage,,,,,,,,,,,,,,2026-02-05T07:22:30
Navtech Industries,navtech-industries,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/navtech-industries.html,India,,Haryana,131028,Plot-224-225 Phase-4 Sector-57 HSIIDC Sonipat,Plot-224-225 Phase-4 Sector-57 HSIIDC,+91 98210 09116,+91 93111 44795,sales@navtech.co.in,,,,11.1,H11.1-C39,,,,,,,,,,,,,,,,,,,,2025-12-10T11:51:35
Nayasa Superplast,nayasa-superplast,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nayasa-superplast.html,India,,Mumbai,400093,"Plot No. A/54, Shanti Building, 2nd & 3rd Floor, Opposite MIDC Bus Andheri (East)",,+91 22 6965 9000,,exports@nayasa.com,https://www.nayasa.com,,Nayasa is India’s leading manufacturer of plastic household and thermoware products. We are committed to providing our customers...,11.1,H11.1-D56,,,,,,,,,,,,,,,,,,,,2025-12-10T11:52:24
NAYIKA,nayika,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nayika.html,India,,Jaipur,302001,"Tholia Building, M.I. Road",,+91 99297 00021,,vikas@nayika-jaipur.com,https://www.nayika-jaipur.com,,"Nayika was established in the year of 1993 by Meenu Tholia, a professional textile designer. Meenu Tholia’s artistic and...",10.4,H10.4-A57,,,,,,Modern Designs; Home Linen; Hand Block Printing; Home Furnishings; Hand Block Printing,,,,,,,,,,,,,,2025-11-07T08:48:31
NCDSM - Savonnerie Fer à Cheval,ncdsm-savonnerie-fer-a-cheval-sas-nouvelle-compagnie-des-detergents-et,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ncdsm-savonnerie-fer-a-cheval-sas-nouvelle-compagnie-des-detergents-et.html,France,,Marseille,13014,66 Chemin De Sainte Marthe,,,,c.bougouin@ncdsm.com,https://savon-de-marseille.com/?gad=1&gclid=eaiaiqobchmiromc7j_ngamvyjrocr3jbqjueaayasaaegluc_d_bwe,,The Nouvelle Compagnie des Détergents et du Savon de Marseille (NCDSM) produces a complete range of soaps and detergents...,3.0,H3.0-D55,,,Clean Home & Storage Solutions; Interiors & Decoration,,,soap; cosmetics; housekeeping; clean laundry; perfumed body care,,,,,,,,,,,,,,2025-11-24T11:49:20
NEKUPTO s.r.o.,nekupto-sro,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nekupto-sro.html,Czech Republic,,Slapanice,664 51,Bedrichovicka 1654/72,,+420 778 768 538,,export@nekupto.cz,https://www.nekupto.cz,,Nekupto Impulse buy gifts specialist Nekupto is a private company based in the South Moravian region of the Czech Republic...,4.2,H4.2-L79,,,"Urban Gifts, Stationery & School",,,Impulse buy gifts; Name products; Mug with names; Product with names,,,https://www.facebook.com/nekuptoczech,https://www.instagram.com/nekupto_cz/,,,https://www.youtube.com/@nekupto_cz,,,,,,,2025-11-14T15:26:47
NEMOX International S.r.l.,nemox-international-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nemox-international-srl.html,Italy,Brescia,Pontevico,25026,Via Enrico Mattei 14,,+39 030 930 8901,+39 030 993 0765,info@nemox.com,https://www.nemox.com,,Since 1986 Nemox combines technological innovation and top quality to create tomorrow's products today. Since its foundation...,8.0,H8.0-B30,,HoReCa,Cook & Cut; HoReCa; Modern Kitchen & Baking,,,PROFESSIONAL AND DOMESTIC ICE CREAM MAKERS; GELATO ICE CREAM MAKERS; GELATO STORAGE AND DISPLAY; ESPRESSO COFFEE MACHINES; COFFEE GRINDERS,,,https://www.facebook.com/Nemox.International/,https://www.instagram.com/nemox.international/,,https://twitter.com/nemox_gelato_it,https://www.youtube.com/user/NemoxInternationalit,,,,,,company_pictures/10000001202501/0012241507/1669734348902_4126719402.jpg,2026-03-08T03:25:05
Nencioni Casa S.r.l.,nencioni-casa-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nencioni-casa-srl.html,Italy,Lecco,Verderio,23879,Via Cascina Gattafame 1,,+39 039 513847,+39 039 513847,sara.nencioni@nencionicasa.it,https://www.nencionicasa.it,,,3.1,H3.1-J19A,,,,,,,,,https://www.facebook.com/telenenencionicasa/,https://www.instagram.com/nencioni_casa_telene/,,,,,,,,,,2025-10-23T10:50:35
Neo Casta International,neo-casta-international,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/neo-casta-international.html,India,,"Noida, Uttar Pradesh",201301,"C-51, Sector-80, Gautam Buddha Nagar",,+91 98106 67772,,veena@neocasta.in,https://www.neocasta.in/,,,10.1,H10.1-D72,,,,,,Christmas decoration and home decor products; Spring and Summer decoration products.,,,,,,,,,,,,,,2025-12-10T11:53:31
Neo Crafts Impex Pvt. Ltd.,neo-crafts-impex-pvt-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/neo-crafts-impex-pvt-ltd.html,India,,"Noida, Uttar Pradesh",201301,"F-454, Sector 63",,+91 120 463 6710,+91 120 463 6710,kumar.s@neocrafts.in,https://www.neocrafts.in,,"Neo Crafts Impex Pvt Ltd has a unique set up in the handicraft industry with in-house facilities for processing metal,glassand...",10.4,H10.4-A31,,,Table & Table Select,,,NEO CRAFTS; HANDICRAFTS MANUFACTURER; NEO CRAFTS; HANDICRAFTS MANUFACTURER,,,https://www.facebook.com/neocraftsimpex,https://www.instagram.com/neocraftsimpex/,,,,,,,,,,2026-03-08T03:52:17
Neoflam Europe GmbH,neoflam-europe-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/neoflam-europe-gmbh.html,Germany,,Neuss,41468,Am Fuchsberg 2b,,+49 2131 5250991,+49 2131 5250993,carlos.domingues@neoflam.eu,https://www.neoflam.eu,,NEOFLAM launched branded products in 2006 and achieved global recognition through innovative products. Neoflam began manufacturing...,8.0; 9.1,H8.0-G30; H9.1-C11,,,Cook & Cut,,,die cast aluminum; cookware; cutting board; food storage; ceramic coating,,,https://www.facebook.com/neoflamkorea,https://www.instagram.com/neoflam_korea/,,,https://www.youtube.com/channel/UCGBHqrr5vgPh8lbckTwvbXw,,,,,,company_pictures/10000001202501/0015025832/1669627221421_1030233930.png,2026-03-08T03:22:30
NEOKLEIN - Master Chef - Egypt for Kitchenware Industries Limited,master-chef---egypt-for-kitchenware-industries-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/master-chef---egypt-for-kitchenware-industries-limited.html,Egypt,,Sadat City,32897,Metwareen Area 47,,+20 106 500 1700,+20 115 382 2264,sales@neoklein.com,https://www.neoklein.com,,we have started our factory in korea in 2007 then we moved to Egypt with the latest technology and quality with the biggest...,8.0,H8.0-M55,,,Cook & Cut,,,frying pan; Die-cast cookware set; Granite cookware; nonstick; neoklein,,,,,,,,,,,,,,2025-10-20T11:33:38
Neolar - Produtos De Higiene E Limpeza Lda.,neolar---produtos-de-higiene-e-limpeza-lda,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/neolar---produtos-de-higiene-e-limpeza-lda.html,Portugal,,Beire,4580-282,Rua Central Torre Da Madureira 179,,,,information@maximolas.com,https://www.maximolas.com,,"It’s our secret! With the knowledge of over than 40 years, we produce diversity and high-quality clothes pegs. We create...",9.2,H9.2-F10,,,Clean Home & Storage Solutions; Global Sourcing Dining,,,Körbe; Clothes pegs; Wäscheklammern; Baskets; Pinces à linge,,,https://facebook.com/MAXIMOLAS_Neolar-102538822008485,https://instagram.com/maximolas_neolar,https://linkedin.com/company/maximolas,,https://youtube.com/@Neolar_group,,https://pt.pinterest.com/maximolas,,,,,2025-11-11T16:54:48
Nepal Craft Gallery,nepal-craft-gallery,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nepal-craft-gallery.html,Nepal,,Kathmandu,44600,"Chakupat, Lalitpur 10, G.P.O Box-282",,+977 1526895253,+977 1-5268297,amogh45@gmail.com,https://www.feltproduct.com,,"Our Company, Nepal Craft Gallery was established on 1971 AD. and was registered on the same year. We are also the member...",10.1,H10.1-A62,,Ethical Style by Ambiente,,,,Gift Item; Felt; Craft; Christmas Item; Wool,,,,,,,,,https://pinterest.com/pin/create/button/,,,,,2025-12-03T13:16:03
Nepal Craft Traders,nepal-craft-traders,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nepal-craft-traders.html,Nepal,,Kathmandu,44600,"10/219 Dugan Bahil, P.O. Box 986",,+977 1-4221054,+977 1-4232378,ncraft322@gmail.com,,,,10.1,H10.1-B68,,,,,,,,,,,,,,,,,,,,2025-12-10T11:54:31
Neptun Dis Tic AS,neptun-dis-tic-as,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/neptun-dis-tic-as.html,Türkiye,,Istanbul,34674,Babanakkas Sok Nakkastepe No: 26/1 Kzuguncuk,Kzuguncuk,+90 216 343 34 38,+90 216 334 93 79,info@neptunev.com,https://www.neptunev.com,,"Neptün is established in 1989 as a family company.We are manufacturing home diffusers, fragrance candles, vegan candles,scented...",3.0,H3.0-C51,,,Interior Design; Interiors & Decoration,,,diffusers; fragrance candles; living; peshtemals; home textile,,,http://www.facebook.com/neptundisticaret,https://www.instagram.com/neptun.ev,,,,,,,,,,2025-10-17T09:42:10
Neri Geom. Alessandro & C. s.a.s,neri-geom-alessandro--c-sas,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/neri-geom-alessandro--c-sas.html,Italy,Pistoia,Larciano,51036,Via Biccimurri 614-616,,+39 0573 859000,+39 0573 859067,info@nerigroup.com,https://www.nerigroup.com,,MANUFACTURERS OF BLOCKS FOR BROOMS AND BRUSHES,9.2,H9.2-A73,,,,,,NERI; BLOCKS; BROOMS; BRUSHES,,,,,,,,,,,,,,2026-03-08T04:16:29
Nerlei CCI - Associacao Empresarial Da Regiao De Leiria /Camara De Comercio E Industria,nerlei---associacao-empresarial-da-regiao-de-leiria,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nerlei---associacao-empresarial-da-regiao-de-leiria.html,Portugal,,Leiria,2400-715,"Edifício Nerlei Avenida Bernardo Pimenta,",Edifício Nerlei,,,internacional@nerlei.pt,https://www.nerlei.pt,,"""MADE IN PORTUGAL NATURALLY"" IS BACK TO FRANKFURT TO SHOWCASE THE BEST OF THE PORTUGUESE HOME CLUSTER For the fourth year...",12.0,H12.0-B18,,,,,,"Ceramics; Table decoration; Porcelain; Metalware; Cutelary, knives and accessories",,,https://www.facebook.com/NERLEIassociacao/,https://www.instagram.com/nerlei_cci/,https://www.linkedin.com/company/3072946,https://twitter.com/_NERLEI,https://www.youtube.com/channel/UC-soIA3I8PVjV85bQTCFefQ,,,,,,,2026-03-08T03:52:33
Neville UK PLC,neville-uk-plc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/neville-uk-plc.html,Great Britain and Northern Ireland,,"Erith, Kent",DA8 1EW,"Viking Way, Unit 6",,+44 1322 443143,+44 1322 443153,cpompei@nevilleuk.com,https://www.nevilleuk.com,,"Nevilles, through the GenWare London product range, are key suppliers of innovative and affordable Tabletop, Barware, Drinkware...",11.0,H11.0-B45,,HoReCa,HoReCa,,,Horeca; Tabletop; Porcelain; Buffet; Tableware,,,https://www.facebook.com/NevilleUK,https://www.instagram.com/genware1/,https://www.linkedin.com/company/neville-uk-plc/,https://x.com/NevillesNews,https://www.youtube.com/channel/UCNTYnMgwSVKvpayPoZXzuHA,,https://uk.pinterest.com/genwareutm_source,,,,,2025-11-28T19:40:36
New Dawn Innovations Ltd.,new-dawn-innovations-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/new-dawn-innovations-ltd.html,Great Britain and Northern Ireland,,Alton,GU34 2QG,"Turner House, 9-10 Mill Lane",,+92 335 0549462,,hira@newdawninnovations.co.uk,https://myvq.co.uk,,"Established in 2011, VQ is a British lifestyle brand that believes everyday products should unite refined design with exceptional...",8.0,H8.0-K31,,,Modern Kitchen & Baking,,,Small Domestic Appliance Manufacturers; Consumer Electronics Manufacturing Company; Home Appliances Manufacturer; Kitchen electrical appliances; Electrical & Electronic Goods Manufacturer,,,,,,,,,,,,,,2026-02-02T08:36:17
New Direction Exports,new-direction-exports,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/new-direction-exports.html,India,,Moradabad,244001,"Abdullah House, Deputy Gunj",,,,abdullah@newdirectionexports.com,https://www.newdirectionexports.com,,,10.2,H10.2-A56,,,,,,,,,,,,,,,,,,,,2025-10-20T09:09:18
New Le Monde di Battaglia Francesco,new-le-monde-di-battaglia-francesco,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/new-le-monde-di-battaglia-francesco.html,Italy,Napoli,Casoria,80026,Via Circumvallazione Esterna 15,,,,info@newlemonde.it,http://www.newlemonde.it/,,"With inspiration, creativity and dedication we offer elegance, beauty and quality to our items.Made in Italy",12.1,H12.1-A08,,,,,,Crystals and glasswere; Gift Items; Living Home; Golden; Made in Italy,,,https://www.facebook.com/newlemondenapoli/,https://www.instagram.com/newlemondenapoli/,,,,,,,,,,2026-03-08T04:14:26
New Mags,page17-aps,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/page17-aps.html,Denmark,,Horsens,8700,Vejlevej 13,,+45 23 31 34 86,,jom@new-mags.com,https://www.new-mags.com,,"Nothing says more about us than the books we own. The meaningful, the beautiful, the big, the small, the weird, the essential...",3.1,H3.1-F70,,Hospitality Interiors,"Interior Design; Urban Gifts, Stationery & School",,,Coffee table books; Books; Interior; Decor; Home,,,,,,,,,,,,,,2025-12-23T07:54:23
New Mass India,new-mass-india,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/new-mass-india.html,India,,Moradabad,244001,Mohammadpur near Lalpur Bastaur Opposite Moradabad Polytechnic Sambhal Road,Mohammadpur near Lalpur Bastaur,+91 98372 08899,+91 591 231 3467,exports@newmassindia.com,,,,10.4,H10.4-E64,,,,,,,,,,,,,,,,,,,,2025-10-17T12:11:27
New Sun International Enterprise Limited,new-sun-international-enterprise-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/new-sun-international-enterprise-limited.html,Hong Kong,,Kwun Tong,,"Rm 2012, 20/F, Millennium City 2, 378 Kwun Tong Road",,+86 183 5292 9039,,wendy@ravohome.com,https://www.raffini.com/,,"China Factories, Vietnam Factories. Strong designs, Strict quality control",11.1,H11.1-G21C,,,Cook & Cut; Modern Kitchen & Baking,,,Kitchen Storage; Food Storage; Home Storage; New Designs; Vietnam Factory,,,,,,,,,,,,,,2026-01-26T03:18:51
Newell Europe Sàrl,newell-europe-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/newell-europe-srl.html,Switzerland,,Vernier,1214,Chemin de Blandonnet 8,,,,gergana.vasileva@newellco.com,https://www.rubbermaid.eu,,"Contigo® a Newell Brands business, is a global leader and recognized innovator in two of the fastest growing segments of...",9.1,H9.1-D50,,,Modern Kitchen & Baking,,,thermal mug; travel mug; thermal flask; reusable bottle; water bottle,,,https://www.facebook.com/RCPEur,,https://www.linkedin.com/company/rcpeur/,https://twitter.com/rcpeur,https://www.youtube.com/channel/UCi4lG67BwmHWK16vwVvM1Eg,,,,,,,2025-12-15T15:04:44
"Newsign Co., ltd",newsign-coltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/newsign-coltd.html,Japan,,Tokyo,174-0073,"Itabashi-Ku, Higashiyamacho 1-16-202",,+81 80-4182-2788,+81 80-4182-2788,,,,"NEWSIGN is a professional enterprise focusing on coffee cups, stainless steel cups storage containers, and various kitchen...",9.1,H9.1-A48,,,,,,stainless steel cups; coffee cup; vaccum bottle; storage container,,,,,,,,,,,,,,2025-11-20T04:05:20
Nexus Impex,nexus-impex,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nexus-impex.html,India,,Moradabad,244001,"E-07 Dehriya Street near Gokuldas College, Ground Floor, Uttar Pradesh",,+91 70176 48770,,monis@thenexusimpex.com,https://thenexusimpex.com/,,,10.2,H10.2-C35,,,,,,,,,,,,,,,,,,,,2025-12-10T12:00:13
